house_location,price,rooms,bedrooms,baths,levels,basement,garage,suburb,school_dist,mls,house_type,firm,firm_phone,agent,agent_phone,house_description,construction,heating,cooling,fireplace,gas,water,sewer,lot_dimensions,condo_level,hoa_fee,semiannual_taxes,bath_1_dimension,bath_1_level,bath_2_dimension,bath_2_level,bedroom_2_dimension,bedroom_2_level,bedroom_3_dimension,bedroom_3_level,dining_dimension,dining_level,family_dimension,family_level,kitchen_dimension,kitchen_level,laundry_dimension,laundry_level,living_dimension,living_level,master_dimension,master_level,directions,breakfast_dimension,breakfast_level,bath_3_dimension,bath_3_level,study_dimension,study_level,bedroom_4_dimension,bedroom_4_level,bedroom_5_dimension,bedroom_5_level,bath_4_dimension,bath_4_level,recreation_room_dimension,recreation_room_level
13 ARCADIA,"$169,900 ",8,3,1-Jan,2 Story,Full,"2 Cars (Builtin,Side)",LAKESIDE PARK,KENTON,246415,Single Family,HUFF REALTY,(606) 341-7400,JUANITA DOUGHERTY,(606) 341-7400,"* WELL MAINTAINED FAMILY HOME IN EXCELLENT AREA * LARGE LEVEL YARD *
1ST FLR STUDY COULD BE GUEST RM. * LOTS OF CLOSETS & SPACE * HDWD FLRS
* 2 CAR GARAGE * CHARM! *","Brick,Wood","Gas,Forced Air",Central Air,Wood,Natural,Public,Public,IRREGULAR,,0,$N/A,FULL,2,PART,1,14 X 11,2,14 X 10,2,11 X 11,1,21 X 9,1,15 X 10,1,20 X 9,L,23 X 13,1,22 X 11,2,DIXIE HWY TO ARCADIA,,,,,11 X 10,1,,,,,,,20 X 14,L
65 CARRAN,"$114,900 ",7,3,1-Jan,1.5 Story,Part,"1 Car (Builtin,Front)",LAKESIDE PARK\,KENTON,250240,Single Family,PREFERRED PROPERTIES,(606) 371-4777,JENNIFER ONEY,(606) 371-4777,"PRETTY CAPE COP IN A GREAT NEIGHBORHOOD! HARDWOOD FLOORS, GREAT FENCED
/ LEVEL YARD, CENTRAL AIR/FURNACE 2 YRS OLD, NEWER WINDOWS, COVERED
FRONT PORCH, BEAUTIFUL GAS FIREPLACE IN LIVING, 1/2 BATH UPSTAIRS.",Brick,Gas,Central Air,Gas,Natural,Public,Public,48x210,,0,$***,FULL,1,PART,2,11 X 10,1,12 X 10,2,12 X 10,1,,,11 X 9,1,,L,18 X 11,1,14 X 10,1,DIXIE TO CARRAN DRIVE,,,,,8 X 11,2,,,,,,,,
2685 ADELE,"$114,900 ",6,3,Jan-00,1 Story,Full,"1 Car (Builtin,Rear)",LAKESIDE PARK,KENTON,250270,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,SANDY TIMMERDING,(606) 341-0500,"NICE BRICK RANCH-NEWER ROOF, NEWER FURNACE & C/A-FRESHLY PAINTED
THRUOUT. LRG BSMT, HIGH EFF FURN, KIT APPL,WASHER & DRYER-DEAD ENT
STREET-1 OWNER 3RD BDRM CURRENTLY USED AS DINING ROOM",Brick,"Gas,Forced Air",Central Air,None,Natural,Public,Public,irreg,,0,$0 ,FULL,1,,,11 X 9,1,,,10 X 9,1,,,12 X 8,1,,,16 X 12,1,12 X 10,1,DIXIE HWY TO CARRAN TO RIGHT ON ADELE,8 X 8,1,,,,,,,,,,,,
27 E LAKESIDE EAST,"$93,000 ",7,3,Jan-00,1.5 Story,Full,1 Car (Builtin),LAKESIDE PARK,KENTON,249548,Single Family,COLDWELL BANKER WEST SHELL,(606) 341-9000,BARB MASSMAN,(606) 341-9000,,Brick,"Gas,Forced Air",Central Air,None,Natural,Public,Public,50X162,,0,$0 ,FULL,1,,,16 X 12,2,12 X 9,2,,,,,12 X 19,1,,,16 X 11,1,13 X 8,1,NORTH ON DIXIE HWY RIGHT ON E LAKESIDE,16 X 7,1,,,,,,,,,,,,
1199 DEVOU WOODS DR,"$379,900 ",8,3,1-Feb,2 Story,Full,"2 Cars (Attached,Side,Oversized)",KENTON HILLS,KENTON,250101,Single Family,HUFF REALTY,(606) 341-7400,PATTY COSLETT,(606) 341-7400,"CUS BLT*ALL BRICK*3-4 BDRMS*1ST FLR OWN STE W/ULTRA BTH & DECK*KIT/BR
W/ISL & BAY*HDWD FLRS*1ST FLR STUDY W/BOOKCASES*13X12 LOFT AREA*CR
MOLD* 1ST FLR 2STY GR RM*WBFP*LOTS OF WIND*POSS BONUS RM OVER
GAR*APPROX 3/4 AC*",Brick,"Gas,Forced Air",Central Air,"Wood,Marble",Natural,Public,Public,IRREGULAR,,0,$N/A,FULL,2,FULL,2,13 X 12,2,13 X 12,2,13 X 12,1,20 X 16,1,12 X 12,1,11 X 7,1,,,16 X 15,1,"DIXIE HWY TO SLEEPY HOLLOW,R AMSTERDAM, L
PARK-FOLLOW THRU DEVOU, R WAYNE, R DEV WD",12 X 9,1,PART,1,,,,,,,,,,
842 STEPHENS,"$675,000 ",10,5,1-Apr,2 Story,Full,"4 Cars (Attached,Builtin,Side)",INDEPENDENCE,KENTON,248739,Single Family,SIBCY-CLINE REALTORS INC,(606) 781-4400,SUSAN TARLEY,(606) 781-4400,"INTERIOR PHOTOS WWW.SIBCYCLINE.COM*FABULOUS CUSTOM
KENNEDY/JOBE*THERMAL HEA T*HUGE CHERRY GOURMET KIT*FIREPLACE*2 OVENS*2
DISHWASHERS*DECK*PATIO*INGROU ND POOL*FINISHED LL*HEAVY MOLDING
THRUOUT*PELLA WINDOWS*","Brick,Cedar","Electric,Forced Air,Heat Pump",Central Air,Wood,None,Public,Septic,845x210,,0,$0 ,FULL,1,FULL,2,,,15 X 16,2,14 X 12,1,21 X 23,2,24 X 26,1,7 X 9,1,18 X 16,1,18 X 20,2,TAYLOR MILL RD PAST CHEROKEE R ON STEPHEN,11 X 11,1,FULL,2,,,13 X 13,1,,,FULL,2,22 X 14,1
3523 MILLHOUSE BLVD,"$266,795 ",10,4,1-Mar,2 Story,Full,"2 Cars (Attached,Side,Oversized)",SHAW ESTATES,KENTON,249238,Single Family,HUFF REALTY,(606) 525-7900,MIKE PARKER,(606) 525-7900,"WW.HUFF.COM *DESIGN YOUR OWN HOME * 4 BEDRM 2-STORY *FIRST FLR MASTER
*OPEN FLR PLAN * JACK & JILL BETH FOR 2 BEDRMS UPSTAIRS * GAS HEAT *
1ST FLR LAUN 2 CAR GARAGE *SIDE ENTRY *FORMAL DINING RM*CALL MIKE
PARKER: 647-0700",Brick,"Gas,Forced Air",Central Air,"Gas,Brick",Natural,Public,Public,-,,23,$NA,FULL,1,FULL,2,13 X 12,1,12 X 12,2,14 X 12,1,,,15 X 11,1,8 X 5,1,17 X 15,1,16 X 13,1,RT 16 TO SHAW ESTATES,10 X 10,1,FULL,1,13 X 11,1,12 X 12,2,,,PART,1,,
45 COOL SPRINGS,"$319,500 ",12,4,1-Feb,2 Story,Full,"3 Cars (Attached,Side,Oversized)",UNION,BOONE CO,246026,Single Family,"ZARING REALTY, INC.",(513) 489-8849,DOUGLAS C HINGER,(513) 489-8849,"ZARING QUALITY BUILT FOR DETAILS CALL MARSH CONNOLLY AT 606-485-1503.
THE ASHEVILLE HAS TWO STAIRCASES AND A LARGE BONUS ROOM. TWO STORY.
FAMILY ROOM.","Brick,Vinyl","Gas,Forced Air",Central Air,Gas,Natural,Public,Public,irr,,0,$0 ,FULL,2,FULL,2,11 X 11,2,10 X 15,2,12 X 13,1,18 X 19,1,11 X 15,1,6 X 9,1,13 X 11,1,14 X 17,2,"I-75 TO WEST ON 42 UNION EXIT. COMMUNITY ON
LEFT. DIRECTLY ACROSS FROM RYLE HIGH.",9 X 15,1,PART,1,11 X 11,1,12 X 11,2,,,,,20 X 11,2
12990 FARMVIEW,"$259,900 ",9,3,Mar-00,1 Story,Full,"3 Cars (Builtin,Side,Heated)",INDEPENDENCE,KENTON,249680,Single Family,SIBCY-CLINE REALTORS INC,(606) 331-4444,DAVID L MAY,(606) 331-4444,"UNIQUE CUSTOM BUILT RANCH ON 2.3 ACRES.250 FT FRONTAGE ON DEAD END ST.
3 BDRMS 3 FULL BATHS. WALK-IN CLOSET,OFFICE,ALL NATURAL
WOODWORK,NEUTRAL COLORS,LOVELY FINISHED LOWER LEVEL W/WALKOUT. MOVE IN
CONDITION.",Brick,"Gas,Forced Air",Central Air,Wood,Propane,Public,Septic,210 X 460,,0,$.,FULL,1,FULL,1,12 X 12,1,12 X 12,1,14 X 16,1,20 X 20,1,25 X 10,1,8 X 8,1,,,12 X 15,1,"SOUTH ON KY17 PAST NICHOLSON LEFT ON MOFFETT RD
LEFT ON FARMVIEW",,,FULL,L,14 X 14,1,,,,,,,20 X 40,L
3526 MILLHOUSE BLVD,"$254,900 ",9,4,1-Feb,2 Story,Full,"2 Cars (Attached,Side,Oversized)",-,KENTON,247151,Single Family,HUFF REALTY,(606) 525-7900,MIKE PARKER,(606) 525-7900,"WWW.HUFF.COM * CALL MIKE @ 647-0700 * 4 BEDRMS *2 STORY *GAS HEAT
*CITY WATER *HARDWD FLRS *9'CEILINGS *FORMAL DINING RM *WALKOUT BSMT
*FRONT PORCH IMMED POSS *EASY TO SHOW * FIREPLACE * 1-800-356-4530 *
WWW.MRMIKE.COM",Brick,"Gas,Forced Air",Central Air,"Wood,Gas",Natural,Public,Public,100 x 184,,0,$NA,FULL,2,FULL,2,15 X 12,2,15 X 12,2,14 X 12,1,25 X 12,1,14 X 12,1,12 X 7,1,,,18 X 12,2,RT.16 TO SHAW ESTATES,12 X 12,1,PART,1,,,12 X 11,2,,,,,,
3531 MILLHOUSE BLVD,"$250,400 ",9,4,Mar-00,1 Story,Full,"2 Cars (Attached,Side,Oversized)",SHAW ESTATES,KENTON,249243,Single Family,HUFF REALTY,(606) 525-7900,MIKE PARKER,(606) 525-7900,"WWW.HUFF.COM * CUSTOM BUILT HOME BY DETERS BROTHERS * BUILD YOUR DREAM
HOME AT SHAW ESTATES * CITY WATER * CITY SEWER * NATURAL GAS * OPEN
FLR PLAN * LG MASTER SUITE *HIS/HERS CLOSETS *1/2 ACRE LOTS *CALL MIKE
@ 647-0700",Brick,"Gas,Forced Air",Central Air,"Gas,Brick",Natural,Public,Public,-,,23,$NA,FULL,,FULL,,12 X 10,1,12 X 11,1,13 X 11,1,18 X 17,1,13 X 11,1,8 X 5,1,,,16 X 14,1,RT 16 TO SHAW ESTATES,13 X 9,1,FULL,,11 X 10,1,,,,,,,,
3530 MILLHOUSE BLVD,"$239,900 ",9,4,1-Feb,2 Story,Full,"2 Cars (Attached,Side,Oversized)",-,KENTON,247155,Single Family,HUFF REALTY,(606) 525-7900,MIKE PARKER,(606) 525-7900,"WWW.HUFF.COM *CALL MIKE @ 647-0700 *CUSTOM BUILT 4 BEDROOM 2 STORY *
HALF ACRE LOT W/CITY WATER & SEWER * LAKE VIEW * GREAT ROOM
W/FIREPLACE * ULTRA BATH *9'CEILINGS*42' KITCHEN CABINETS *WALKOUT
BSMT*IMMED POSSESSION",Brick,"Gas,Forced Air",Central Air,"Wood,Gas",Natural,Public,Public,135 x 172,,0,$NA,FULL,2,FULL,2,15 X 10,2,15 X 10,2,15 X 12,1,29 X 15,1,13 X 12,1,12 X 7,1,,,19 X 13,2,RT 16 TO SHAW ESTATE,12 X 12,1,PART,1,,,12 X 11,2,,,,,,
3537 MILLHOUSE BLVD,"$237,200 ",9,3,Feb-00,1 Story,Full,"2 Cars (Attached,Side,Oversized)",SHAW ESTATES,KENTON,249244,Single Family,HUFF REALTY,(606) 525-7900,MIKE PARKER,(606) 525-7900,"WWW.HUFF.COM *CUSTOM BUILT RANCH BY DETERS BROTHERS * VERY OPEN FLR
PLAN * 1ST FLR LAUNDRY * 2 CAR OVERSIZED SIDE ENTRY GARAGE * CUSTOM
KITCHEN * WHIRLPOOL TUB * GAS FIREPLACE * FRONT PORCH * CALL MIKE @
647-0700",Brick,"Gas,Forced Air",Central Air,"Gas,Brick",Natural,Public,Public,-,,23,$NA,FULL,1,FULL,1,12 X 12,1,11 X 11,1,11 X 11,1,17 X 15,1,12 X 12,1,8 X 6,1,12 X 11,1,13 X 12,1,RT 16 TO SHAW ESTATES,12 X 10,1,,,,,,,,,,,,
10649 TAYLOR MILL,"$229,900 ",7,3,Jan-00,1.5 Story,Full,"4 Cars (Attached,Detached,Oversized)",INDEPENDENCE,KENTON,249673,Single Family,COLDWELL BANKER WEST SHELL,(606) 341-9000,CYNTHIA CAHILL,(606) 341-9000,"CLASSIC BEAUTY! ONE OF THOSE YOU'VE ALWAYS ADMIRED! CSTM HRDWD FLRS
UNDER CARPET-CEDAR LINED CLOSETS-2 LRG BAY WINDOWS-ARCHED ENTRY DOOR &
NOSTALGIC DECOR-4+ CAR GARAGE W/WORKSHOP+STRGE BARN-GORGEOUS VIEW OF
LAKE-1 OWNER!","Vinyl,Stone","Oil,Forced Air",Central Air,"Wood,Brick",At Street,At Street,Septic,IRREG,,0,$0 ,FULL,1,,,12 X 11,1,36 X 9,2,11 X 11,1,23 X 21,1,11 X 11,1,,L,19 X 11,1,13 X 11,1,"275 TO TAYLOR MILL-SOUTH ON TAYLOR MILL- 1/2
MILE PAST IGA ON LEFT",,,,,,,,,,,,,,
706 INDEPENDENCE,"$229,000 ",8,3,Feb-00,1 Story,Full,5 Cars (Builtin),INDEPENDENCE,KENTON,244677,Single Family,RE/MAX AFFILIATES INC,(606) 372-6000,DEBORAH SCHWARTZ,(606) 372-6000,"CUSTOM ALL BRICK HOME FEATURING A 5 CAR GARAGE! EXCITING OPEN FLOOR
PLAN* CERAMIC ENTRY*HDWD KITCHEN W/BREAKFAST BAR* CATHEDRAL
CEILINGS*MASTER SUITE W/WHIRLPOOL, PLUS WALK-IN CLOSETS*OVER 2400 SQ
FT*STILL TIME TO PICK CARPET",Brick,"Gas,Forced Air",Central Air,Gas,Natural,Public,Public,100x150,,0,$*,FULL,1,FULL,1,13 X 12,1,12 X 12,1,12 X 12,1,17 X 16,1,15 X 12,1,8 X 6,1,23 X 18,1,18 X 12,1,"TURKEYFOOT RD TO INDEPENDENCE STATION (NEAR
KENTON CO GOLF COURSE)",11 X 10,1,,,,,,,,,,,,
797 TIMBER LANE,"$224,900 ",8,3,1-Feb,2 Story,Full,"2 Cars (Attached,Front,Oversized)",INDEPENDENCE,KENTON,249320,Single Family,COLDWELL BANKER WEST SHELL,(606) 341-9000,AMY ZIMMERMAN,(606) 341-9000,"NEW! DELUXE CUSTOM HOME BY AZA ON OVERSIZED WOODED LOT IN DESIRABLE
ESTABLI SHED NEIGHBORHOOD-11 FT CEILINGS IN FR, DESIGNER
FIREPLACE-CEILING FANS IN ALL BDRMS-ULTRA GARDEN BATH-42'CHERRY
CABINETRY & HDWD FLOORS","Brick,Vinyl","Gas,Forced Air",Central Air,"Gas,Marble",Natural,Public,Public,172X160,,0,$0 ,PART,1,FULL,2,12 X 11,2,11 X 11,2,12 X 11,1,22 X 13,1,12 X 9,1,7 X 6,1,,,16 X 11,2,"SOUTH ON TURKEYFOOT TO BRISTOW TO TIMBER OR 75
SOUTH-MT ZION EAST-LEFT BRISTOW",14 X 10,1,FULL,2,,,,,,,,,,
78 MIDNIGHT RUN,"$203,000 ",7,3,Feb-00,1 Story,Full,2 Cars (Attached),INDEPENDENCE,KENTON,248159,Single Family,STAR ONE REALTORS,(606) 344-8700,FRANCINE FINLEY,(606) 344-8700,"ADDL. PHOTOS WWW.STAR-ONE.COM * 120 DAY COMPLETION TIME, 10 YEAR
STRUCTURAL WARRANTY. BUILD THIS ZARING HOME ALMOST ANYWHERE. WE HAVE
LOTS IN KENTON, CAMPBELL AND BOONE COUNTIES. ALSO, OTHER PLANS
AVAILABLE.","Brick,Vinyl",Gas,Central Air,Gas,Natural,Public,Public,irregular,,0,$0 ,FULL,1,FULL,1,11 X 12,1,11 X 12,1,14 X 14,1,,,14 X 12,1,6 X 8,1,15 X 22,1,16 X 13,1,"17 S, L ON MCCULLEN, L ON OLIVER, L INTO REVERES
CROSSING",,,,,,,,,,,,,,
5407 MADISON PKE,"$199,900 ",10,5,1-Mar,1.5 Story,Full,2 Cars (Detached),-,KENTON,249129,Single Family,HUFF REALTY,(606) 525-7900,SUSAN ASCH,(606) 525-7900,"WWW.HUFF.COM * EXCEPTIONAL LOCATION NEXT TO NEW KROGERS SHOPPING
CENTER * COMMERCIAL POTENTIAL *EXCELLENT LOCATION FOR PROFESSIONAL
OFFICE: ATTORNEY, DOCTOR OR DENTIST * HOME HAS SEPERATE OFFICE *",Brick,"Gas,Forced Air",Central Air,Insert,Natural,Public,Septic,-,,0,$NA,FULL,1,FULL,1,12 X 12,1,14 X 12,1,12 X 10,1,24 X 16,1,12 X 10,1,,,20 X 15,1,26 X 24,1,RT 17 THROUGH INDEPENDENCE PROPERTY ON RIGHT,,,FULL,2,16 X 8,1,21 X 13,1,21 X 13,1,PART,1,,
42 COOL SPRINGS,"$304,500 ",11,4,1-Feb,2 Story,Full,"3 Cars (Attached,Side,Oversized)",UNION,BOONE CO,246055,Single Family,"ZARING REALTY, INC.",(513) 489-8849,DOUGLAS C HINGER,(513) 489-8849,"ZARING QUALITY BUILT- FOR DETAILS CALL AGENT AT 606-485-1503. THIS IS
A NEW FLOOR PLAN W/ JACK AND JILL BATH UPSTAIRS. EVERY BEDROOM HAS
WALK-IN CLOSET AND MASTER BEDROOM HAS AN UNUSUALLY LARGE CLOSET.","Brick,Vinyl","Gas,Forced Air",Central Air,Gas,Natural,Public,Public,irr,,0,$0 ,FULL,2,FULL,2,12 X 15,2,14 X 11,2,13 X 15,1,19 X 19,1,11 X 15,1,6 X 8,1,13 X 16,1,13 X 19,2,"I-75 TO W ON 42-UNION EX, /COMMUNITY ON L
DIRECTLY ACROSS FROM RYLE HS",11 X 13,1,PART,1,12 X 10,1,12 X 15,2,,,,,,
11582 YORKTOWN CT,"$185,000 ",10,4,1-Feb,2 Story,Full,2 Cars (Attached),INDEPENDENCE,KENTON,248889,Single Family,NOLL REALTY,(606) 331-2470,ROBERT A NOLL,(606) 331-2470,"CALL DEBBI LIPPERT TO SHOW AT 586-4337 BEAUTIFUL WOODED BACK YARD WITH
WALK OUT BASEMENT, MBR HAS SITTING ROOM LISTED AS 5TH BEDROOM","Brick,Alum","Gas,Forced Air",Central Air,"Gas,Ceramic",Natural,Public,Public,80x220,,0,$0 ,FULL,2,FULL,2,12 X 13,2,12 X 13,2,9 X 13,1,17 X 13,1,10 X 13,1,6 X 8,1,9 X 13,1,19 X 19,2,"FROM I 75 TAKE 275 E TO KY 17 SOUTH GO 7 MILES
TURN RIGHT ON OBEY DR,",9 X 13,1,PART,1,,,13 X 13,2,11 X 8,2,,,,
5151 NOBLE,"$184,921 ",11,4,1-Feb,2 Story,Full,"2 Cars (Builtin,Front)",INDEPENDENCE,KENTON,248613,Single Family,CENTURY 21 GARNER PROPERTIES,(606) 363-9900,TINA VOGELPOHL,(606) 363-9900,"THIS HOME MAXIMIZES YOUR SQ. FT. FOR THE DOLLAR!! 2 FORMAL AREA OPEN
KITCHE BREAKFAST & FAM RM LGE SPACIOUS BEDROOMS PLUS AN OPEN
LOFT/STUDY W/VIEW OF THE LAKE. IF YOUR SERIOUS ABOUT BUYING A LGE
HOME, THIS IS THE ONE TO SEE!","Brick,Vinyl","Gas,Forced Air",Central Air,"Wood,Brick",Natural,Public,Public,0 x 0,,0,$0 ,FULL,2,FULL,2,14 X 11,2,12 X 11,2,12 X 10,1,19 X 13,1,11 X 10,1,8 X 7,2,12 X 11,1,16 X 14,2,"I275 TO INDEP EXIT TO SO ON 17 TO LEFT AT
LIBERTY ORCHARD R ON NOBLE",12 X 10,1,PART,1,11 X 9,2,12 X 10,2,,,,,,
2057 PATRIOT WAY,"$179,900 ",9,3,1-Feb,2 Story,Full,"2 Cars (Attached,Front)",INDEPENDENCE,KENTON,248995,Single Family,COLDWELL BANKER WEST SHELL,(606) 341-9000,BARBARA SONDGERATH,(606) 341-9000,"NEARLY NEW & IT SHOWS! OPEN DESIGN, INSIDE
PIX-NKYHOMESONLINE.COM/CBWS.COM NKYMLS.COM, NEUTRAL DECOR. VAUL GRT RM
W/BONUS LOFT, BEATUFIUL MASTER SUITE HDWD KIT & BRKFST RM, 2 MIN FROM
NEW SUMMIT VIEW SCHOOL!","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,IRREGULAR,,0,$0 ,FULL,2,FULL,2,13 X 11,2,11 X 10,2,13 X 11,1,,,13 X 11,1,9 X 5,1,19 X 15,1,20 X 18,2,"S-KY 17 TO L-PATRIOT WAY-JUST PAST SUMMIT VIEW
SCHOOL",11 X 9,1,PART,1,17 X 11,2,,,,,,,,
5104 OLIVER RD,"$179,900 ",9,3,1-Jan,1 Story,None,None,-,KENTON,248577,Single Family,HUFF REALTY,(606) 525-7900,THOMAS M REESE,(606) 525-7900,"LOVELY RANCH ON 3 ACRES * PRIVATE AREA * 10% BIDDLE PREMIUM SUBJECT TO
CONFIRMATION * AUCTION DEC. 9, 7:00PM * HOUSE OPENS AT 5:00 PM * AGENT
CAN EARN 3% BY REG. BUYER 24 HRS IN ADVANCE W/OPENING BID * MUST SEE *",Brick,Radiant,Central Air,"Wood,Stove",None,Cistern,Septic,IRREGULAR,,0,$NA,FULL,1,PART,1,12 X 11,1,10 X 10,1,20 X 10,1,22 X 15,1,12 X 12,1,14 X 6,1,22 X 16,1,13 X 12,1,"RT 17 MADISON PIKE TO L ON HARRIS TO L ON OLIVER
* HOUSE ON RIGHT",12 X 9,1,,,,,,,,,,,,
700 INDEP STATION,"$169,900 ",8,3,1-Feb,2 Story,Full,2 Cars (Builtin),INDEPENDENCE,KENTON,250031,Single Family,COLDWELL BANKER WEST SHELL,(606) 341-9000,BARB MASSMAN,(606) 341-9000,"MOVE UP ACCENTS INCLUDE WALKOUT TO CUSTOM DECK AND GAZEBO. LOVELY GOLF
COURSE VIEW. 3 BDRM 2/5 BA,LG MSTR SUITE W/BATH AND WALK-IN CLOSET.
HRDWD FLOORING IN KITCHEN W/CENTER WORK ISLAND. IMMEDIATE AVAILABILITY","Brick,Vinyl",Gas,Central Air,Gas,Natural,Public,Public,113 X 150,,0,$0 ,FULL,2,FULL,2,12 X 12,2,12 X 11,2,12 X 11,1,16 X 12,1,12 X 12,1,,,12 X 12,1,16 X 12,2,"SO ON TURKEYFOOT TO LEFT ON INDEPENDENCE STATION
RD",12 X 9,1,PART,1,,,,,,,,,,
1861 FREEDOM TRAIL,"$168,900 ",9,4,1-Feb,2 Story,Full,"2 Cars (Attached,Front)",INDEPENDENCE,KENTON,248716,Single Family,RE/MAX AFFILIATES INC,(606) 341-0500,SCOTT BORNEMAN,(606) 341-0500,"QUALITY NEW CONSTRUCTION BY SPILLE BUILDERS.FEATURES SPACIOUS LIVING
RM W/ GAS FIREPLACE, OVERSIZED KITCHEN, DINETTE, FORMAL DINING ROOM
AND LAUNDRY. STILL TIME TO MAKE PERSONAL SELECTIONS. 1952 SQUARE FEET!","Brick,Vinyl","Gas,Forced Air",Central Air,"Gas,Ceramic",Natural,Public,Public,80X160,,0,$0 ,FULL,2,FULL,2,11 X 13,2,10 X 12,2,11 X 12,1,14 X 23,1,12 X 12,1,6 X 8,1,,,12 X 16,2,"RT17 TO OBY DR L ON OBY L ON JAMESTOWN R ON
FREEDOM TRAIL TOWARDS END ON LEFT",10 X 10,1,PART,1,,,11 X 13,2,,,,,,
2114 STONE HARBOR,"$165,000 ",9,4,1-Mar,2 Story,Full,"2 Cars (Attached,Front)",INDEPENDENCE,KENTON,249142,Single Family,T.H.-1 REALTY L.L.C.,(606) 426-8700,"TOM HELSON, JR",(606) 426-8700,"VERY WELL DECORATED HOME,INGROUND POOL, BEAUTIFUL LANDSCAPING,
FINISHED LOWER WITH OFFICE. HIGH EFFICENCY FURNACE, IMMACULATE KITCHEN
W/ BEAUTIFUL CABINETS AND COUNTER TOPS. CALL TOM AT 426-8700 FOR
SHOWINGS","Brick,Vinyl","Gas,Forced Air",Central Air,Gas,Natural,Public,Public,na,,0,$0 ,FULL,2,PART,1,9 X 9,2,10 X 10,2,,,22 X 12,L,12 X 22,1,10 X 6,1,13 X 23,1,11 X 14,2,"HWY 17 TURN R ON HARTLAND, 2ND STOP SIGN TURN R
ON FOXDALE, TURN L ON STONE HARBOR",,,PART,1,8 X 11,L,11 X 13,2,,,,,,
11932 STAFFORDSBURG,"$155,554 ",5,2,Jan-00,1 Story,Full,None,INDEPENDENCE,KENTON,250219,Single Family,COLDWELL BANKER WEST SHELL,(606) 525-7000,DENISE WALLS,(606) 525-7000,"THIS MINI FARM HAS TREMENDOUS POTENTIAL W/NEWER VINYL,GUTTERS &
ROOF.THE OWNERS ARE ALLOWING $2000 FOR CARPET OR REDECORATING,CEILING
FANS IN EVERY ROOM.THE OWNER ARE CLEANING UP THE GROUNDS.WE WIL WORK
WITH YOU!!",Vinyl,"Oil,Forced Air",None,Wood,None,Wellwater,Septic,IRREGULAR,,0,$0 ,FULL,1,,,11 X 11,1,,,13 X 14,1,,,,,,,14 X 13,1,10 X 13,1,"I275 TO RT16 R TO 5S36 OR STRAFFORDSBURG ROAD
NEXT PROPERTY ON RIGHT",16 X 11,1,,,,,,,,,,,,
90 SIMON CT.,"$154,900 ",9,4,1-Mar,2 Story,Full,"2 Cars (Attached,Front)",INDEPENDENCE,KENTON,247829,Single Family,HUFF REALTY,(606) 341-7400,PATTY COSLETT,(606) 341-7400,"*4 BR 2 STY SITUATED ON CUL-DE-SAC*LG LEV LOT*1ST FLR FR OFF KIT/BR
AREA W/ ISLAND*PARQUET ENT*10X15 DECK*2 CAR ATT GAR*3 1/2 BATHS*FIN LL
W/DBL W/O DRS*GAS HEAT*ALL APPL STAY*CEIL FANS*SUMMIT VW SCH*MIN TO
275*ONLY 6 YR OLD","Brick,Vinyl","Gas,Forced Air",Central Air,None,Natural,Public,Public,IRREGULAR,,0,$N/A,FULL,2,FULL,2,13 X 10,2,14 X 10,2,,,19 X 11,1,13 X 11,1,20 X 10,L,14 X 12,1,17 X 12,2,"3L TO R ON FLEMING TO R ON PRITCHARD TO L ON
SIMON CT.",13 X 10,1,FULL,L,21 X 13,L,10 X 8,2,,,PART,1,9 X 9,L
1133 CANNONBALL,"$152,466 ",7,3,1-Feb,2 Story,Full,"2 Cars (Attached,Front)",INDEPENDENCE,KENTON,248197,Single Family,BUILDERS REALTY,(606) 356-0660,TONYA M FINKE-HARDCORN,(606) 356-0660,"DECK 7X7, A MUST SEE, LIKE NEW. POSSIBLE LEASE TO OWN. CALL FOR APPT.","Brick,Vinyl",Gas,Central Air,None,Natural,Public,Public,80x180,,0,$0 ,FULL,2,FULL,2,11 X 10,2,12 X 12,2,13 X 11,1,,,13 X 10,1,,,16 X 15,1,19 X 14,2,CANNOBALL IN BATTLE RIDGE,16 X 9,1,PART,1,,,,,,,,,,
10940 ARCARO,"$297,500 ",10,4,1-Mar,2 Story,Full,"3 Cars (Builtin,Side)",UNION,BOONE CO,248360,Single Family,FISCHER MANAGEMENT,(606) 341-4709,R. CASEY HUBER,(606) 341-4709,NEW FISCHER HOME THE FILLMORE II MODEL #606-384-1774,"Brick,Vinyl","Gas,Forced Air",Central Air,Gas,Natural,Public,Public,IRREG LOT,,0,$0 ,PART,1,FULL,2,14 X 12,2,11 X 12,2,14 X 12,1,20 X 17,1,11 X 11,1,,1,14 X 14,1,14 X 18,2,"RICHWOOD EXIT-R ON TRIPLE CROWN BLVD CALL
384-1774 ANYTIME",10 X 13,1,FULL,2,16 X 15,2,10 X 12,2,,,FULL,2,,
