code,title,schedule_line,section_code,credits,days,start_time,end_time,building,room,instructor,restrictions
FRENCH 435,TOPICS NON-FICTION,3626,A,5,TTh,130,320,SAV,209,"COLLINS,D","BOOKS WILL BE READ IN FRENCH; THE 
 COURSE WILL BE CONDUCTED IN ENGLISH 
 FOCUS OF THE COURSE WILL BE ON 20TH 
 CENTURY NONFICTION PROSE."
FRENCH 490,HONORS SEMINAR,3628,A,2-5,,,,,,,INSTRUCTOR I.D. PDL C252
FRENCH 499,SPEC TOPICS,,,,,,,,,,
FRENCH 590,SPEC SMNR & CONFER,3631,A,1-10,,,,,,,INSTRUCTOR I.D. PDL C252
FRENCH 595,LIT PROB-19TH CENT,3632,A,5,MW,330,520,LOW,112,"RUBINO,N",COURSE WILL BE CONDUCTED IN FRENCH
FRENCH 596,LIT PROB-20TH CENT,3633,A,5,TTh,1030,1220,LOW,222,"COLLINS,D","OFFERED JOINTLY WITH C LIT 549 A 
 THE COURSE WILL BE TAUGHT IN 
 ENGLISH; BOOKS AVAILABLE IN FRENCH"
FRENCH 600,INDEPNDNT STDY/RSCH,3634,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL C252"
FRENCH 800,DOCTORAL DISSERTATN,3636,A,1-10,,,,,,,CREDIT/NO CREDIT ONLY
ARCHY 490,MUS CURAT PRACTICUM,,,,,,,,,,
ITAL 103,ELEMENTARY,,,,,,,,,,
ITAL 203,INTERMEDIATE,4268,A,5,MTWThF,1130,1220,THO,335,"YOWELL,D",ADD CODE REQUIRED (PD.3)
ITAL 303,ITALIAN STYLISTICS,4269,A,5,MW,930,1120,EE1,042,"LEPORACE,G","MEETS WRITING COURSE REQUIREMENT 
 ITAL MAJORS ONLY (PD.1)"
ITAL 327,ADV CONVERSATION,4270,A,2,TTh,930,1020,DEN,209,"TATTA,S",
ITAL 390,SUPERVISED STUDY,4271,A,2-6,,,,,,,"ITAL MAJORS ONLY (PD.1) 
 INSTRUCTOR I.D. PDL C252"
ITAL 401,MEDIEVAL ITAL RDGS,4272,A,5,TTh,1230,220,GLD,435,"YOWELL,D","OFFERED JOINTLY WITH ITAL 501 A 
 MEETS WRITING COURSE REQUIREMENT 
 COURSE WILL BE CONDUCTED IN ITALIAN"
ITAL 490,PROSEM ITAL LIT,4273,A,3-5,,,,,,,"COURSE FOR STUDENTS IN THE 
 ROME PROGRAM"
ITAL 499,SPEC TOPICS,4274,A,1-5,,,,,,,INSTRUCTOR ID PDL C252
ITAL 501,MEDIEVAL READINGS,8495,A,5,TTh,1230,220,GLD,435,"YOWELL,D","OFFERED JOINTLY WITH ITAL 401 A 
 MEETS WRITING COURSE REQUIREMENT"
ITAL 590,SPEC SMNR & CONFER,4275,A,1-10,,,,,,,INSTRUCTOR I.D. PDL C252
ARCHY 495,QUAN ARCH ANAL TECH,8462,A,5,MTWThF,830,920,DEN,406,"WENKE,R","SENIORS,GRADS ONLY"
ITAL 592,LIT PROB-RENAIS,4276,A,5,MW,230,420,LOW,114,"SCALABRINI,M","FOCUS OF THE CLASS WILL BE 
 HUMANISM. 
 COURSE WILL BE CONDUCTED IN ENGLISH"
ITAL 600,INDEPNDNT STDY/RSCH,4277,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL C252"
PORT 103,ELEMENTARY,8267,B,5,MTWThF,930,1020,LOW,111,"WIRKALA,E","MUST BE ENROLLED IN PORT 102 (PD.1) 
 ADD CODE REQUIRED (PD.3)"
PORT 105,INTENSIVE PORT,8268,B,6,MTWThF,1130,1220,LOW,111,"WIRKALA,E",ADD CODE REQUIRED (PD.3)
PORT 202,INTERMEDIATE,6354,A,5,MTWThF,1030,1120,LOW,111,"WIRKALA,E","MUST BE ENROLLED IN PORT 201 (PD.1) 
 ADD CODE REQUIRED (PD.3)"
ROMAN 600,INDEPNDNT STDY/RSCH,6692,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL C-104"
ROMAN 700,MASTERS THESIS,6693,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL C-201"
ROMAN 800,DOCTORAL DISSERTATN,6694,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL C-104"
SPAN 102,ELEMENTARY,,,,,,,,,,
SPAN 103,ELEMENTARY,,,,,,,,,,
ARCHY 499,UNDERGRAD RESEARCH,1329,A,VAR,,,,,,,
SPAN 110,BASIC SPANSH REVIEW,,,,,,,,,,
SPAN 123,SPANISH IMMERSION,,,,,,,,,,
SPAN 201,INTERMEDIATE,,,,,,,,,,
SPAN 202,INTERMEDIATE,,,,,,,,,,
SPAN 203,INTERMEDIATE,,,,,,,,,,
SPAN 301,GRAMMAR & LEXICON,,,,,,,,,,
SPAN 302,GRAMMAR & LEXICON,,,,,,,,,,
SPAN 303,STYLISTICS & COMP,,,,,,,,,,
SPAN 313,BUSINESS SPANISH,7186,A,5,MTWThF,1230,120,LOW,111,"FOX,J","SPAN MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
SPAN 322,HISPANIC CLTR STDS,7187,A,3,MWF,930,1020,ART,317,"GILLMAN,M","SPAN MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
ARCHY 600,INDEPNDNT STDY/RSCH,1330,A,1-10,,,,,,,
SPAN 323,INTRO SPAN LINGUIST,7188,A,3,MWF,1230,120,LOW,112,"BASDEO,G","SPAN MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
SPAN 353,DONQUIXOTE IN ENG,7189,A,5,MW,130,320,THO,325,"SHIPLEY,G","OFFERED JOINTLY WITH HUM 210 A 
 DOES NOT COUNT TOWARD MAJOR/MINOR"
SPAN 360,CONTEMPORARY SPAIN,8309,B,5,TTh,130,320,SAV,249,RAVEDA-CUART,"OFFERED JOINTLY WITH EURO 360 B 
 SPAN MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
SPAN 390,SUPERVISED STUDY,7191,A,2-6,,,,,,,"SPAN MAJORS ONLY (PD.1) 
 SEE ADVISER, C-104F PDL"
SPAN 401,SPANISH MORPHOLOGY,7192,A,5,TTh,1230,220,SMI,407,"STROZER,J","OFFERED JOINTLY WITH SPLING 401 A 
 ROMAN,SPAN MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
SPAN 406,ADV SPAN GRAMMAR,7193,A,5,MTWThF,830,920,LOW,115,"STEVENS,A","OFFERED JOINTLY WITH SPLING 406 A 
 ROMAN,SPAN MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
SPAN 415,SPAN LIT 19TH CENT,7194,A,5,TTh,130,320,LOW,112,"SANTIANEZ,N","ROMAN,SPAN MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
SPAN 465,CONTEM CHIC LIT,7195,A,5,MW,1030,1220,LOW,219,"FLORES,L","ROMAN,SPAN MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
SPAN 474,CONT LAT-AM FICT,7196,A,5,MW,130,320,LOW,219,"FLORES,L","ROMAN,SPAN MAJORS ONLY (PD.1&2) 
 ADD CODE REQUIRED (PD.3)"
SPAN 490,HONORS SEMINAR,7197,A,2-5,,,,,,,SPAN MAJORS ONLY
ARCHY 601,INTERNSHIP,1331,A,3-10,,,,,,,CREDIT/NO CREDIT ONLY
SPAN 499,SPEC TOPICS,7198,A,1-5,,,,,,,"SEE ADVISER, C-104 PDL"
SPAN 577,CONTEMP LIT THEORY,8015,A,5,MW,330,520,THO,217,"STEELE,C","OFFERED JOINTLY WITH C LIT 535 B 
 GRADS ONLY 
 ROMAN MAJORS ONLY"
SPAN 590,SPEC SMNR & CONFER,7199,A,1-10,,,,,,,"GRADS ONLY 
 SEE ADVISER, PDL C-104F"
SPAN 600,INDEPNDNT STDY/RSCH,7201,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 INSTRUCTOR I.D. PDL C201"
SPAN 800,DOCTORAL DISSERTATN,7202,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. PDL C-104"
DANISH 103,ELEMENTARY DANISH,2539,A,5,MTWThF,930,1020,SAV,317,"THOMSEN,K",
DANISH 203,2ND YEAR DANISH,2540,A,5,MTWThF,1130,1220,RAI,314,"STOLEN,M",
DANISH 310,DANISH SHORT STORY,2541,A,5,MW,1230,1220,PAR,313,STECHER HANS,
DANISH 490,SUPERVISED READING,2542,A,VAR,,,,,,,INSTRUCTOR I.D. RAI 318
ESTO 103,ELEMENTARY ESTONIAN,3446,A,5,,,,,,,
BIO A 100,EVOL & HUMAN BEHAV,,,,,,,,,,
ESTO 490,SUPERVISED READING,3447,A,1-10,,,,,,,INSTRUCTOR I.D. RAI 318
FINN 103,ELEMENTARY FINNISH,3557,A,5,MTWThF,930,1020,BLM,415,"NESTINGEN,A",
FINN 310,TOPICS IN FINNISH,3559,A,5,TTh,1230,220,THO,235,"NURMELA,H",
FINN 490,SUPERVISED READING,3560,A,1-5,TTh,130,220,SMI,109,,INSTRUCTOR I.D. RAI 318
LATV 103,ELEMENTARY LATVIAN,4360,A,5,MTWThF,930,1020,CMU,232,"SMIDCHENS,G",
LATV 490,SUPERVISED READING,4361,A,1-10,W,300,420,PAR,313,,INSTRUCTOR I.D. RAI 318
LITH 103,ELEM LITHUANIAN,4544,A,5,MTh,530,850P,BLM,308,"BITIUKOVA,A",
LITH 490,SUPERVISED READING,4545,A,1-10,,,,,,,INSTRUCTOR I.D. RAI 318
NORW 103,ELEM NORWEGIAN,,,,,,,,,,
NORW 203,SECOND-YEAR NORW,5453,A,5,MTWThF,930,1020,SMI,111,CRUIT-SALZBE,
BIO A 201,PRIN BIOLOGCL ANTH,,,,,,,,,,
NORW 490,SUPERVISED READING,5454,A,VAR,,,,,,,INSTRUCTOR I.D. RAI 318
SCAND 312,MSTRPCES SCAND LIT,6713,A,5,MTWTh,1030,1120,SAV,317,STECHER HANS,
SCAND 330,SCAND MYTHOLOGY,6714,YA,5,TTh,700,920P,LOW,112,"DUBOIS,T",EVE DEG STUDENTS ONLY (PD.1)
SCAND 344,BALT STATES & SCAND,6715,A,5,MWTh,130,250,LOW,117,"SMIDCHENS,G",OFFERED JOINTLY WITH SISRE 347 A
SCAND 367,SEXUALITY IN SCAND,6716,A,5,TTh,130,320,SMI,120,"DUBOIS,I","ADD CODE REQUIRED (PD.3) 
 ADD CODES AVAILABLE IN RAI 318"
SCAND 431,NORTH EURO BALLAD,7958,A,5,MWF,900,1020,PAR,106,"CONROY,P",OFFERED JOINTLY WITH C LIT 431 A
SCAND 490,SPECIAL TOPICS,,,,,,,,,,
SCAND 498,SENIOR ESSAY,6722,A,5,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 INSTRUCTOR I.D. RAI 318"
SCAND 499,INDEP STUDY/RSRCH,,,,,,,,,,
SCAND 501,OLD ICELANDIC L&L,6725,A,5,MWF,1130,1250,SAV,326,"CONROY,P",
BIO A 389,HUMAN FOSSIL EVOL,1631,A,5,MTWThF,130,220,DEN,316,"ECK,G","MEETS WRITING COURSE REQUIREMENT 
 NO FRESHMEN 
 OPTIONAL ""W"" COURSE"
SCAND 505,TOPICS DRAMA,6726,A,5,MW,130,320,RAI,314,"SJAVIK,J",
SCAND 590,SCAN SPEC TOPICS,6727,A,5,MW,330,520,THO,134,"DUBOIS,T","OFFERED JOINTLY WITH HUM 521 A 
 SEMINAR IN ORAL AND SCRIBAL TEXTS"
SCAND 600,INDEPNDNT STDY/RSCH,,,,,,,,,,
SCAND 700,MASTERS THESIS,,,,,,,,,,
SCAND 800,DOCTORAL DISSERTATN,6732,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. RAI 318"
SWED 103,ELEMENTARY SWEDISH,,,,,,,,,,
SWED 203,SECOND-YEAR SWEDISH,8278,B,5,MTWThF,1030,1120,RAI,314,"DUBOIS,I",
SWED 352,STRINDBERG,7343,A,5,MWF,1030,1150,BLM,415,"GAVEL ADAMS,A",
SWED 490,SUPERVISED READING,7344,A,VAR,,,,,,,INSTRUCTOR I.D. RAI 318
CR SB 403,ELEM CROAT/SERB,2386,A,5,MTWThF,130,220,PAR,213,"CRNKOVIC,G",
ARCH 431,ENVIRN CONTROL PRIN,8119,U,3,TTh,430,550P,GLD,100,"HEERWAGEN,D","CAUP,ARCH MAJORS ONLY (PD.1)"
BIO A 466,BIOCLTR HONORS THES,1632,A,1-9,,,,,,,
CZECH 403,ELEMENTARY CZECH,2488,A,5,MTWThF,130,220,THO,231,"SOLDANOVA,J",
CZECH 406,ADVANCED CZECH,2489,A,5,MTWThF,1230,120,THO,215,"SOLDANOVA,J",
POLSH 406,ADVANCED POLISH,6351,A,5,MTWThF,130,220,THO,331,"DZIWIREK,K",
RUSS 103,FIRST-YEAR RUSSIAN,,,,,,,,,,
RUSS 203,SECOND-YEAR RUSS,,,,,,,,,,
RUSS 303,INTERMED RUSSIAN,6701,A,5,MTWThF,1130,1220,THO,217,"POLACK,Z",
RUSS 304,READ/TRANS RUSS-ENG,8085,B,1,T,1230,120,PAR,120,"WEST,J",CREDIT/NO CREDIT ONLY
RUSS 323,"LIT & CULT, 20TH C",,,,,,,,,,
RUSS 324,RUSSIAN FOLK LIT,6706,A,5,MTWThF,930,1020,SMI,404,"HANEY,J",OFFERED JOINTLY WITH RUSS 577 A
RUSS 352,RUSSIAN MORPHOLOGY,6707,A,3,MWF,1230,120,CMU,230,"COATS,H",
BIO A 469,SPECIAL TOPICS,8124,A,3,TTh,1130,1250,ARC,021,"SLATER,L","JUNIORS,SENIORS,GRADS ONLY 
 ATTACHMENTS & EMOTIONS IN EVOL. 
 PERSPECTIVE"
RUSS 403,ADVANCED RUSS,,,,,,,,,,
RUSS 499,DIRECTED STUDY/RSCH,6709,A,1-5,,,,,,,"NO GRADS 
 INSTRUCTOR I.D. SMI M253"
RUSS 523,RUSS LIT 1917-PRES,6710,A,5,TTh,1230,220,THO,217,"DIMENT,G",
RUSS 577,RUSSIAN FOLK LIT,6711,A,5,MTWThF,930,1020,SMI,404,"HANEY,J",OFFERED JOINTLY WITH RUSS 324 A
RUSS 600,INDEPNDNT STDY/RSCH,6712,A,1-10,,,,,,,"GRADS ONLY 
 INSTRUCTOR I.D. SMI M253"
SLAV 423,EAST EUROPEAN FILM,6820,A,5,TTh,230,420,SAV,245,"CRNKOVIC,G","OFFERED JOINTLY WITH C LIT 497 B 
 EASTERN EUROPEAN FILM"
SLAV 425,WAYS OF MEANING,6821,A,5,MW,230,420,THO,231,"DZIWIREK,K",
SLAV 499,DIRECTED STUDY/RSCH,6822,A,1-5,,,,,,,"NO GRADS 
 INSTRUCTOR I.D. SMI M253"
SLAV 550,SYNCHRON SLAV LING,6823,A,5,WF,230,420,BLM,305,"COATS,H",
SLAVIC 498,SENR HONORS THESIS,6825,A,3-9,,,,,,,INSTR I.D. SMI M253 OR 543-6848
BIO A 486,PRIMATE SOC-ECOLOGY,1633,A,3,MW,130,250,DEN,406,"NEWELL,L","MEETS WRITING COURSE REQUIREMENT 
 JUNIORS,SENIORS,GRADS ONLY"
SLAVIC 600,INDEPNDNT STDY/RSCH,6826,A,1-10,,,,,,,"GRADS ONLY 
 INSTRUCTOR I.D. SMI M253"
SLAVIC 800,DOCTORAL DISSERTATN,6827,A,1-10,,,,,,,"GRADS ONLY 
 SLAVIC MAJORS ONLY 
 INSTRUCTOR I.D. SMI M253"
UKR 403,ELEM UKRAINIAN,7426,A,5,MTWThF,130,220,SWS,036,"KINYON,I",
SOC 105,SOC BLACK AMERICANS,,,,,,,,,,
SOC 220,INTRO SOC METHODS,,,,,,,,,,
SOC 241,SOCIAL INTERACTION,,,,,,,,,,
SOC 270,SOCIAL PROBLEMS,6921,A,5,MTWThF,1130,1220,BAG,261,"DESMOND,S",
SOC 275,MURDER,,,,,,,,,,
SOC 316,SOCIOLOGICAL THEORY,,,,,,,,,,
SOC 331,POPULATN & SOCIETY,6953,A,5,MTWThF,1130,1220,THO,101,"SOHONI,D",SOC MAJORS ONLY (PD.1)
BIO A 496,GROWTH&DEV-ADOLESC,1634,A,5,TTh,230,420,DEN,449,"NEWELL,L",
SOC 341,TUTORING SOCIOLOGY,6954,A,2-4,,,,,,,"CREDIT/NO CREDIT ONLY 
 DROP CODE REQUIRED"
SOC 344,COGNITIVE SOC PSYCH,6955,U,5,MW,700,920P,SAV,211,"MIHATA,K",
SOC 352,THE FAMILY,6956,YA,5,TTh,700,920P,DEN,216,"CIABATTARI,T","EVE DEG STUDENTS ONLY (PD.1) 
 NO FRESHMEN (PD.3)"
SOC 356,SOCIETY & POLITICS,8305,YA,5,MW,700,920P,SAV,343,"CHUNG,W","OFFERED JOINTLY WITH POL S 356 YA 
 EVE DEG STUDENTS ONLY (PD.1)"
SOC 360,INTRO SOC STRAT,6959,A,5,TTh,1130,150,JHN,006,"WARREN,J",SOC MAJORS ONLY (PD.1)
SOC 364,WOMEN IN SOC STRUC,6960,A,5,MTWThF,1030,1120,SMI,105,"RUTTER,V",SOC MAJORS ONLY (PD.1)
SOC 371,CRIMINOLOGY,,,,,,,,,,
SOC 374,LAW AND SOCIETY,6982,A,5,WF,1230,250,THO,135,"BOWEN,D",SOC MAJORS ONLY (PD.1)
SOC 399,UNDERGRAD INTERNSHP,6983,A,2-5,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. SAV 210 
 SOCIOLOGY UNDERGRADUATE INTERNSHIP"
SOC 425,SOCIAL STATISTICS,6984,A,3,TTh,330,450,EE1,042,"WARREN,J","GRADS ONLY 
 SOC MAJORS ONLY"
BIO A 499,UNDERGRAD RESEARCH,1635,A,VAR,,,,,,,
SOC 428,PRIN OF STUDY DESGN,6985,A,3,MW,130,250,PAR,310,"BURSTEIN,P","GRADS ONLY 
 SOC MAJORS ONLY"
SOC 431,FERTILITY&MORTALITY,6986,A,3,MW,130,250,DEN,317,"LAVELY,W","GRADS,SENIORS ONLY 
 SOC MAJORS ONLY"
SOC 433,RSCH MTHD DEMOGRPHY,6987,A,3,TTh,130,250,RAI,107,"LAVELY,W","GRADS,SENIORS ONLY 
 SOC MAJORS ONLY (PD.1&2)"
SOC 457,SOCLGY OF RELIGION,8335,A,5,MTWThF,1130,1220,THO,134,"BADER,C","SENIORS ONLY (PD.1) 
 SOC MAJORS ONLY (PD.1&2)"
SOC 466,ECONOMIC SOCIOLOGY,6989,A,5,MW,1230,220,DEN,304,"PASCHEL,J","SENIORS ONLY (PD.1) 
 SOC MAJORS ONLY (PD.1&2)"
SOC 481,ISSUES ANALYTIC SOC,,,,,,,,,,
SOC 487,SOC OF GENDER & SEX,6996,YA,5,TTh,430,650P,SAV,249,"O'BRIEN,J",EVE DEG STUDENTS ONLY (PD.1)
SOC 498,H-SENIOR SEMINAR,,,,,,,,,,
SOC 499,UNDERGRAD RESEARCH,7000,A,2-5,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. SAV 210"
SOC 500,TEACH SOC AS TA,7001,A,1,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 SOC MAJORS ONLY"
BIO A 520,HUM BEHAVIORAL ECOL,1636,A,5,MW,1130,120,DEN,213,"SMITH,E",GRADS ONLY
SOC 526,CAUSAL APPROACH,7002,A,3,Th,330,520,SAV,211,"MATSUEDA,R","GRADS ONLY 
 SOC MAJORS ONLY"
SOC 551,FAMILY & GNDR RLTNS,7004,A,3,M,330,550,SAV,316,"SCHWARTZ,P","GRADS ONLY 
 SOC MAJORS ONLY"
SOC 561,SOCTY CHRON ILL DIS,7005,A,3,TTh,330,450,HST,T531,"HEDRICK,S",OFFERED JOINTLY WITH HSERV 580 A
SOC 581,SP TPCS THRY & HST,7006,A,3,M,330,520,SAV,335,"KISER,E","GRADS ONLY 
 SOC MAJORS ONLY"
SOC 587,SP TOP DEV&SC CNTRL,7007,A,3,M,330,550,SMI,307,"WEIS,J","GRADS ONLY 
 SOC MAJORS ONLY"
SOC 590,SPCL TOPICS SOCLGY,8501,B,3,T,1030,1220,SWS,B010,"SCHWARTZ,P","OFFERED JOINTLY WITH PSYCH 560 F 
 GRADS ONLY 
 SOC MAJORS ONLY 
 GAY & LESBIAN RELATIONSHIPS"
SOC 593,RESRCH DEMOG POP ST,7009,A,1-2,F,1230,250,SAV,317,"KUO,H","CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 SOC MAJORS ONLY"
SOC 600,INDEPNDNT STDY/RSCH,7010,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 SOC MAJORS ONLY 
 INSTRUCTOR I.D. SAV 210"
SOC 700,MASTERS THESIS,7011,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 SOC MAJORS ONLY 
 INSTRUCTOR I.D. SAV 210"
SOC 800,DOCTORAL DISSERTATN,7012,A,1-10,,,,,,,"CREDIT/NO CREDIT ONLY 
 GRADS ONLY 
 SOC MAJORS ONLY 
 INSTRUCTOR I.D. SAV 210"
BIO A 600,INDEPNDNT STDY/RSCH,1637,A,1-10,,,,,,,
SPHSC 100,VOICE&ARTIC IMPROV,,,,,,,,,,
SPHSC 111,AMER ENGLISH SOUNDS,,,,,,,,,,
SPHSC 302,PHONETICS,,,,,,,,,,
SPHSC 304,DEV ASPECTS COMMUN,7213,A,5,,,,,,,"DROP CODE REQUIRED 
 DC:E-MAIL:sphscadv@u.washington.edu 
 OR EGL 202; OPEN TO NON-MAJORS"
SPHSC 308,SOC-CLTR ASPCT COMM,7214,A,3,TWTh,1130,1220,EGL,001,"OLSWANG,L","MEETS WRITING COURSE REQUIREMENT 
 DROP CODE REQUIRED (PD.3&4) 
 DC:E-MAIL:sphscadv@u.washington.edu 
 OR EGL 202; OPEN TO NON-MAJORS"
SPHSC 320,ANAT PHYSLGY SPEECH,,,,,,,,,,
SPHSC 391,PRACTCM IN AUDIOLGY,7218,A,2,,,,,,,"CREDIT/NO CREDIT ONLY 
 ENTRY CODES FROM EGL 106"
SPHSC 406,TRETMT SP LG DISRDR,7219,A,3,MWF,930,1020,EGL,001,STONE-GOLDMA,"DROP CODE REQUIRED 
 ADD CODE REQUIRED (PD.3) 
 EC/DC:EMAIL sphscadv@u.washington. 
 edu OR EGL 202"
SPHSC 445,MODELS OF SPEECH,7220,A,3,TTh,300,420,EGL,001,"ROGERS,M","MEETS WRITING COURSE REQUIREMENT 
 EC/DC: EMAIL sphscadv@u.washington. 
 edu OR EGL 202"
SPHSC 481,MGMT HEARING LOSS,,,,,,,,,,
AMATH 351,DIFF EQUATIONS,1178,A,3,MWF,1030,1120,EE1,003,"DECONINCK,B",
SPHSC 499,UNDERGRAD RESEARCH,,,,,,,,,,
SPHSC 530,LANG DISORDRS CHLDN,7228,A,4,TTh,1130,120,SWS,038,"CARPENTER,R",
SPHSC 531,NEURO MTR SPCH DIS,7229,A,4,TTh,430,620P,SWS,032,"MILLER,R","PREREQ: 501 
 $50 COURSE FEE REQUIRED"
SPHSC 551,ADV PRACT SPCH EVAL,,,,,,,,,,
SPHSC 552,ADV PRACT SPCH MGMT,,,,,,,,,,
SPHSC 555,PRE-INTERNSHIP,,,,,,,,,,
SPHSC 561,STUDIES IN HEARING,7246,A,3,T,1230,320,SWS,052,"WERNER,L",
SPHSC 564,TEACHING PRACTICUM,7247,A,1-5,,,,,,,"CREDIT/NO CREDIT ONLY 
 INSTRUCTOR I.D. EGL 210"
SPHSC 565,PROSEM S/L PATH,7248,A,1,F,1130,1220,EGL,001,"ALARCON,N","CREDIT/NO CREDIT ONLY 
 SLP GRAD STUDENTS ONLY"
SPHSC 567,RESEARCH SEMINAR,7249,A,1,F,1230,120,SWS,038,"MOORE,C",CREDIT/NO CREDIT ONLY
AMATH 352,LINR ALG & NUM ANLY,,,,,,,,,,
SPHSC 573,PHYSIOL ASSESS AUD,,,,,,,,,,
SPHSC 583,HEARING AID SELECT,,,,,,,,,,
SPHSC 591,ADV PRACTCM AUDLGY,,,,,,,,,,
SPHSC 599,RSCH PRACTICUM,7261,A,VAR,,,,,,,INSTRUCTOR I.D. EGL210
SPHSC 600,INDEPNDNT STDY/RSCH,7262,A,1-10,,,,,,,INSTRUCTOR I.D. EGL 210
SPHSC 601,INTERNSHIP,,,,,,,,,,
SPHSC 602,INTERN IN SCHOOLS,,,,,,,,,,
SPHSC 700,MASTERS THESIS,7267,A,1-10,,,,,,,INSTRUCTOR I.D. EGL 210
SPHSC 800,DOCTORAL DISSERTATN,7268,A,1-10,,,,,,,INSTRUCTOR I.D. EGL 210
SP CMU 102,SPCH INDVDL SOCIETY,7097,A,5,MTWThF,930,1020,KNE,220,"ZEDIKER,K","ADD CODE REQUIRED (PD.3) 
 SEE INSTR 1ST DAY OF CLASS"
AMATH 353,PARTIAL DIFF EQNS,1180,A,3,MWF,230,320,GUG,410,"TUNG,K",
SP CMU 103,INTERPERSONAL CMU,,,,,,,,,,
SP CMU 140,ORAL INTERPRETATION,7101,A,5,MTWThF,930,1020,RAI,107,,"MEETS WRITING COURSE REQUIREMENT 
 ADD CODE REQUIRED (PD.3) 
 SEE INSTR 1ST DAY OF CLASS"
SP CMU 203,COMM IN THE CLASSRM,7102,A,5,,,,,,,"ADD CODE REQUIRED (PD.3) 
 SEE INSTR FIRST DAY OF CLASS ONLY"
SP CMU 220,INTRO TO PUBLIC SPK,,,,,,,,,,
SP CMU 301,INTERVIEWING,7114,A,5,MTWThF,1130,1220,RAI,116,,"ADD CODE REQUIRED (PD.3) 
 SEE INSTRUCTOR 1ST DAY CLASS"
SP CMU 306,NONVERBAL CMU,7115,A,5,,,,,,,"SP CMU MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
SP CMU 329,RHET SOC & POL MVMT,7116,A,5,MWF,1030,1150,RAI,121,"BOSMAJIAN,H",
SP CMU 334,ESSNTLS OF ARGUMENT,,,,,,,,,,
SP CMU 368,SM GRP FACILITATION,7120,A,3,MWF,930,1020,RAI,116,"STEWART,J","EC RAI 206-B 
 MUST BE ENROLLED IN 369A"
SP CMU 369,SM GRP FACIL PRAC,7121,A,2,TTh,930,1020,RAI,116,"STEWART,J","MUST BE ENROLLED IN 368-A 
 EC RAI 206B"
ARCH 433,ACTIVE CONTROL SYST,1288,A,3,TTh,130,320,GLD,137,"HEERWAGEN,D","CAUP,ARCH MAJORS ONLY (PD.1)"
AMATH 383,INTRODUCT MODELING,,,,,,,,,,
SP CMU 373,PRIN GROUP DISCUSSN,7122,A,5,,,,,,,"ADD CODE REQUIRED (PD.3) 
 SEE INSTR FIRST DAY OF CLASS ONLY"
SP CMU 382,INTRO COMM RESEARCH,,,,,,,,,,
SP CMU 426,CONTEMP AM PUB DSC,7126,A,5,,,,,,,"MEETS WRITING COURSE REQUIREMENT 
 SP CMU MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
SP CMU 456,CMU IN ADOLSCNT ENV,7127,A,5,,,,,,,ADD CODE REQUIRED (PD.3)
SP CMU 474,CMU IN CONFLICT,7128,A,5,,,,,,,"ADD CODE REQUIRED (PD.3) 
 SEE INSTR FIRST DAY OF CLASS ONLY"
SP CMU 475,ORG COMMUNICATION,7129,A,5,,,,,,,ADD CODE REQUIRED (PD.3)
SP CMU 476,COMM MDLS & THEORIES,7130,A,5,,,,,,,"OFFERED JOINTLY WITH CMU 476 A 
 SP CMU MAJORS ONLY (PD.1) 
 ADD CODE REQUIRED (PD.3)"
