note,course,title,credits,level,restrictions,section_note,section,days,start,end,bldg,rm,instructor,comments,text
#,660-227,KEYBOARD HARMONY III,1,U,"; (229) CONC REG SAME SECTION MUSIC 225 & 226. PREREQ: MUSIC 124(P), 126(P), & 128(P)",,,,,,,,,,
,660-244,BASIC DICTION IN SINGING,1,U,; ; PREREQ: SOPH ST & CONS INSTR,,Se 001,TR,11:30am,,MUS,360,Acad Staff,,
,660-259,ACCOMPANYING,2,U,; ; PREREQ: JR ST OR CONS INSTR,,,,,,,,,,
,660-261,ENSEMBLE-PIANO,2-Jan,U,; ; MAY BE RETAKEN FOR CR. PREREQ: CONS INSTR,,,,,,,,,,
,660-262,ENSEMBLE-PIANO,2-Jan,U,; ; MAY BE RETAKEN FOR CR. PREREQ: CONS INSTR,,La 801,,To be Arranged,,,,Jaimes,,
,660-265,ENSEMBLE-WOODWIND,2-Jan,U,; ; MAY BE RETAKEN FOR CR. PREREQ: CONS INSTR,,,,,,,,,,
,660-267,ENSEMBLE-BRASS,2-Jan,U,; ; MAY BE RETAKEN FOR CR. PREREQ: CONS INSTR,,,,,,,,,,
,660-269,ENSEMBLE-STRING,2-Jan,U,; ; MAY BE RETAKEN FOR CR. PREREQ: CONS INSTR,,La 801,,To be Arranged,,,,Faculty,,
,660-271,JAZZ ENSEMBLE,1,U,; (A) MAY BE RETAKEN TO MAX OF 10 CR. PREREQ: CONS INSTR,,La 801,TR,12:30pm,2:20pm,MUS,150,Hanrahan,,
,660-272,ORGAN IN LITURGICAL SERVICES,1,U,; ; PREREQ: CONS INSTR,,La 801,,To be Arranged,,,,Peterson,,
,106-220,INTRODUCTION TO STATISTICS IN AFRICOLOGY,3,U,; ; PREREQ: MATH 105(P) OR 106(P) OR SCORE LEVEL 20 ON MATH PLACEMENT EXAM,,,,,,,,,,
,660-280,SPECIAL STUDIES IN MUSIC,3-Jan,U,; ; MAY BE RETAKEN FOR CR WHEN COURSE CONTENT IS DIFFERENT. PREREQ: NONE,,,,,,,,,,
,660-307,GENERAL HISTORY OF WESTERN MUSIC III,3,U,"; ; PREREQ: JR ST, 3 SEM MUSIC THEORY, MUSIC 211(P) & 212(P) ; ; ENROL IN SECTION 001 AND EITHER DS 601 OR 602",,,,,,,,,,
,660-308,SELECTED TOPICS IN MUSIC HISTORY AND LITERATURE,3,U/G,"; ; MAY BE RETAKEN WITH CHANGE OF TOPIC TO MAX OF 9 CR. PREREQ: JR ST; MUSIC 211(P), 212(P), 307(P); 4 SEMESTERS OF MUSIC THEORY",,Se 001,MWF,10:30am,,MUS,320,Bowers,TOPIC: AFRICAN AMERICAN HERITAGE,
,660-310,INTRODUCTION TO WORLD MUSICS,2,U/G,; (A) PREREQ: JR ST OR CONS INSTR,e,Se 001,T,7:00pm,8:50pm,MUS,340,"Schmid, W",,
,660-314,MUSIC OF THE 20TH CENTURY,3,U/G,"; ; PREREQ: JR ST; MUSIC 211, 212, 307; 4 SEM MUSIC THEORY",,Se 001,MWF,8:30am,,MUS,240,Noonan,,
,660-321,COUNTERPOINT,3,U,"; ; PREREQ: MUSIC 225, 226",,Se 001,MWF,10:30am,,MUS,240,Monhardt,,
,660-328,DIGITAL SYNTHESIS AND SYSTEMS II,3,U/G,; ; PREREQ: JR ST; MUSIC MAJOR; MUSIC 327(P); PREVIOUS EXPERIENCE IN COMPUTERS & MUSIC; OR CONS INSTR,,Se 001,TR,11:00am,12:20pm,MUS,B50,Welstead,,
,660-353,CONDUCTING,2,U,; (253) PREREQ: JR ST,,Se 001,TR,11:30am,,MUS,150,Deutsch,,
,660-421,MATERIALS OF TWENTIETH CENTURY MUSIC,3,U/G,; ; PREREQ: JR ST & MUSIC 230(P),e,Se 001,M,4:30pm,7:10pm,MUS,230,Welstead,,
,660-452,COLLEGIUM MUSICUM,2-Jan,U/G,; (A) MUSIC MAJORS ENROL FOR 1 CR PER SEM; OTHERS FOR 1 OR 2 CR. PREREQ: JR ST; CONS INSTR,e,La 801,MW,4:30pm,6:00pm,MUS,103,Bowers,ALSO MEETS IN FAM 220,
,106-250,BLACK WOMEN AND WHITE WOMEN IN THE CONTEMPORARY UNITED STATES,3,U,; (SS) PREREQ: SOPH ST,e,Se 001,T,6:00pm,8:40pm,BOL,B56,Taylor-Boyd,WOMEN'S STUDIES COURSE,
,660-454,CONTEMPORARY MUSIC ENSEMBLE,2-Jan,U,; ; PREREQ: CONS INSTR,,La 801,M,3:30pm,,,,Nelson-Raney Yannay,WILL MEET IN MUS B60,
,660-457,OPERA THEATRE,3-Jan,U/G,; ; @ 0N-3 CR. STUDENTS WHO ENROL FOR 0 CR WILL BE ASSESSED A 1-CR FEE BY THE UNIVERSITY. MAY BE RETAKEN TO MAX OF 4 SEM. PREREQ: CONS INSTR & MAJOR TEACHER,e,La 801,T R,6:00pm,7:30pm  6:00pm,MUS,175 MUS,"Hansen, S Hansen, S",,
#,660-489,WORKSHOP,4-Jan,U/G,; ; PREREQ: JR ST,,Se 004,,To be Arranged,,,,Kindall Smith,TOPIC: WORKSHOP-SURVIVING AND THRIVING FOR BEGINNING MUSIC TEACHERS  1 CR  CLASS MEETS TUES. 4:30 MUS 30 -PARTICIPANTS WILL DECIDE TO MEET EITHER 1HR/WK OR 2HR EVERY OTHER WK,
,660-553,ADVANCED CONDUCTING I,2,U/G,; ; PREREQ: SR ST & CONS INSTR,,,,,,,,,,
,660-561,ADVANCED ENSEMBLE,3-Jan,U/G,; ; MAY BE REPEATED TO MAX OF 9 CR. PREREQ: JR ST; CONS INSTR,,,,,,,,,,
,660-620,ADVANCED PERCUSSION PEDAGOGY,2-Jan,U/G,; ; PREREQ: JR ST ; ; MUST ENROLL CONC WITH 664-051,,La 801,F,10:30am,12:20pm,MUS,150,Burda,ADDITIONAL HR OF CLASS TBA SOME CLASSES WILL BE HELD IN MUS 170,
,660-659,JUNIOR RECITAL,1@,U,; ; @ ENROL FOR 1 CR; FEE FOR 1 CR ASSESSED. STUDENT SCHEDULE WILL SHOW 1N CR; THIS WILL BE CHANGED TO 0 CR FOR GRADE REPORT & PERMANENT RECORD. PREREQ: JR ST; CONS INSTR,,Se 046,,To be Arranged,,,,"Hartman, a",,
,660-680,SPECIAL STUDIES IN MUSIC:,3-Jan,U/G,; ; MAY BE RETAKEN WITH CHANGE OF TOPIC TO MAX OF 9 CR. PREREQ: JR ST OR CONS INSTR,,,,,,,,,,
,660-703,GRADUATE THEORY FOUNDATIONS,3,G,; ; PREREQ: GRAD ST; RECOM OF THEORY FACULTY,e,Se 001,M,4:30pm,7:10pm,MUS,340,Yannay,,
,660-710,GRADUATE STUDIES IN MUSIC,3,G,; ; PREREQ: GRAD ST,e,Se 001,T,4:30pm,7:00pm,LIB,E280,Littman,,
,106-265,PSYCHOLOGICAL EFFECTS OF RACISM,3,U,; (SS&) PREREQ: SOPH ST,,,,,,,,,,
,660-718,VIOLIN AND VIOLA PEDAGOGY LEVEL I,2,G,; ; PREREQ: GRAD ST OR CONS INSTR; MUSIC MAJOR ; ; ENROL IN SE 001 & LA 801,,,,,,,,,,
,660-720,VIOLIN PEDAGOGY LEVEL III,2,G,; ; PREREQ: GRAD ST; MUSIC 719(P); OR CONS INSTR ; ; ENROLL IN LECTURE 660-720-001 AND LAB 660-720-801,,,,,,,,,,
,660-721,VIOLA PEDAGOGY LEVEL III,2,G,; ; PREREQ: GRAD ST; MUSIC 719(P); OR CONS INSTR ; ; ENROLL IN LECTURE 660-721-001 AND LAB 660-721-801,,,,,,,,,,
,660-722,CELLO PEDAGOGY LEVEL I,2,G,; ; PREREQ: GRAD ST OR CONS INSTR ; ; ENROL IN SE 001 & LA 801,,,,,,,,,,
,660-754,ADVANCED SONG LITERATURE II,2,G,; ; PREREQ: GRAD ST IN COLLABORATIVE PIANO OR CONS INSTR,,Se 001,,To be Arranged,,,,Peterson Faculty,,
,660-762,CONTEMPORARY MUSIC ENSEMBLE,3,G,; ; PREREQ: GRAD ST; CONS INSTR,,La 801,,To be Arranged,,,,Yannay,,
,660-772,ADVANCED INSTRUMENTAL CONDUCTING,2,G,; ; PREREQ: GRAD ST & MUSIC 554,,Se 001,M R,10:30am  10:30am,12:20pm,,,Dvorak,CLASS WILL MEET IN MUS 165,
,660-782,SYMPHONY ORCHESTRA,1,G,; ; PREREQ: GRAD ST & CONS INSTR,,La 973,TR F,1:30pm,3:20pm  3:30pm,MUS,180 MUS,Deutsch Deutsch,,
,660-783,CHAMBER ORCHESTRA,1,G,; ; FOR MUSIC MAJORS WHO MEET AUDITION REQUIREMENTS. PREREQ: GRAD ST & CONS INSTR,,La 901,W,3:30pm,5:20pm,MUS,150,Deutsch,,
,660-788,SYMPHONY BAND,1,G,; ; FOR MUSIC MAJORS WITH ADVANCED PLAYING EXPERIENCE. PREREQ: GRAD ST & CONS INSTR,,La 961,MF R,1:30pm  3:30pm,5:20pm,MUS,180 MUS,Dvorak,,
,106-297,STUDY ABROAD,12-Jan,U,"; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182",,Se 101,,To be Arranged,,,,Faculty,,
,660-789,WIND ENSEMBLE,1,G,; ; FOR MUSIC MAJORS WITH ADVANCED PLAYING EXPERIENCE. PREREQ: GRAD ST & CONS INSTR,,La 962,MF W,2:30pm  1:30pm,3:20pm,MUS,180 MUS,Dvorak Dvorak,,
,660-795,CONCERT CHORALE,1,G,; ; MAY BE RETAKEN TO COMBINED MAX OF 6 SEM. PREREQ: GRAD ST; AUDITION & CONS INSTR,,La 964,MWF,2:30pm,,MUS,280,"Hansen, S",,
,660-796,MADRIGAL SINGERS,1,G,; ; FOR MUSIC MAJORS WITH ADVANCED EXPERIENCE. PREREQ: GRAD ST & CONS INSTR,,La 901,,To be Arranged,,,,"Hansen, S",,
,660-806,CHAMBER MUSIC MASTER CLASS,1,G,"; ; MAY BE REPEATED TO MAX OF 4 CR. PREREQ: GRAD ST; ADMIS TO ICM, WRIT CONS DIRECTOR OF ICM",,La 801,F,1:30pm,3:20pm,MUS,175,Faculty,,
,660-835,CHAMBER MUSIC COACHING,2,G,; ; MAY BE REPEATED TO A MAX OF 8 CR. PREREQ: GRAD ST; ADMIS TO ICM; WRIT CONS DIRECTOR OF ICM,,,,,,,,,,
#,660-888,CANDIDATE FOR DEGREE,1@,G,; ; @ ENROL FOR 1 CR; FEE FOR 1 CR ASSESSED. STUDENT SCHEDULE WILL SHOW 1N CR; THIS WILL BE CHANGED TO 0 CR FOR GRADE REPORT & PERMANENT RECORD. PREREQ: GRAD ST,,,,,,,,,,
#,660-990,RESEARCH OF THESIS,3,G,; ; PREREQ: GRAD ST,,,,,,,,,,
#,660-999,RESEARCH (INDEPENDENT WORK),3-Jan,G,; ; PREREQ: GRAD ST,,,,,,,,,,
,666-260,MAKING MUSIC CONNECTIONS WITH CHILDREN,3,U,; (A) PREREQ: ADMIS TO SCHOOL OF EDUC,,,,,,,,,,
,666-351,MUSIC INSTRUMENT LAB,2,U,; ; PREREQ: MUSIC 345 OR 346; MUSIC EDUC/THERAPY MAJORS ONLY,,La 801,TR,12:30pm,,MUS,340,Emmons,,
,106-300,URBAN VIOLENCE,3,U/G,; ; PREREQ: JR ST,e,Se 001,TR,4:30pm,5:45pm,BOL,281,Van Horne,,
,666-385,GUITAR PEDAGOGY,2,U,; ; PREREQ: JR ST; CONS INSTR,,Se 001,T,1:30pm,3:20pm,MUS,360,"Schmid, W",ADDITIONAL PREREQ: GUITAR PERFORMANCE MAJORS ONLY,
,666-450,FIELD EXPERIENCE IN MUSIC EDUCATION II,1,U,"; ; PREREQ: ADMIS TO TEACHER CERTIFICATION PROG OF THE SCHOOL OF FINE ARTS, & MUS ED 350 ; ; MUST ENROL CONC IN MUS ED 460 OR 461 OR 463",,Se 001,T,9:30am,,MUS,360,Kindall Smith,,
,666-460,TEACHING ELEMENTARY GENERAL MUSIC,3,U,; (380) PREREQ: ADMIS TO TEACHER CERT PROG IN SCHOOL OF FINE ARTS. NOT APPROVED FOR GRAD CR ; ; OFFERED IN FALL SEM ONLY,e,Se 001,MW,4:30pm,5:45pm,MUS,360,Kindall Smith,,
,666-461,TEACHING SECONDARY GENERAL MUSIC,2,U,; (381) PREREQ: ADMIS TO TEACHER CERT PROG OF SCHOOL OF FINE ARTS. NOT APPROVED FOR GRAD CR ; ; OFFERED FALL SEM ONLY,,Se 001,TR,8:30am,,MUS,360,Emmons,,
,666-463,TEACHING INSTRUMENTAL MUSIC: SECONDARY,2,U,; (383) PREREQ: ADMIS TO TEACHER CERTIFICATION PROG IN SCHOOL OF FINE ARTS,,Se 001,MW,8:30am,,MUS,360,Emmons,,
,666-477,STUDENT TEACHING IN MUSIC - ELEMENTARY LEVEL,9-Jan,U,"; ; PREREQ: DEPT RECOMMENDATION ; ; MUS ED 477, 478 & 479 TOGETHER MUST TOTAL 10 CR",,,,,,,,,,
,666-478,STUDENT TEACHING IN MUSIC - SECONDARY LEVEL,9-Jan,U,"; ; PREREQ: DEPT RECOMMENDATION ; ; MUS ED 477, 478 & 479 TOGETHER MUST TOTAL 10 CR",,,,,,,,,,
,666-479,SEMINAR IN STUDENT TEACHING,1,U,"; ; PREREQ: ELIGIBILITY FOR STUDENT TEACHING & DEPT RECOM. NOT APPROVED FOR GRADUATE CR ; ; MUS ED 477, 478 & 479 TOGETHER MUST TOTAL 10 CR",,,,,,,,,,
,666-799,INDEPENDENT STUDY IN MUSIC EDUCATION,3-Jan,G,; ; PREREQ: GRAD ST & CONS INSTR,,,,,,,,,,
,666-990,THESIS OR FINAL PROJECT,6-Mar,G,; ; PREREQ: GRAD ST,,,,,,,,,,
,106-312,THE CHURCH IN AFRICAN-AMERICAN LIFE,3,U,; ; PREREQ: JR ST,e,Se 001,W,6:00pm,8:40pm,END,177,Rogers,,
#,664-001,FUNDAMENTALS OF PIANO,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO MAX OF 2 CR. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-022,FUNDAMENTALS OF OBOE,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,,To be Arranged,,,,Woltman,CLASS WILL MEET IN MUS 261,
#,664-023,FUNDAMENTALS OF CLARINET,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,M,12:30pm,,,,Helmers,,
#,664-024,FUNDAMENTALS OF SAXOPHONE,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,T,9:30am,,MUS,271,Hanrahan,,
#,664-025,FUNDAMENTALS OF BASSOON,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,,To be Arranged,,,,Thompson,,
#,664-031,FUNDAMENTALS OF FRENCH HORN,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,,To be Arranged,,,,Barnewitz,,
#,664-032,FUNDAMENTALS OF TRUMPET OR CORNET,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,T,12:30pm,,MUS,260,Hartman,,
#,664-033,FUNDAMENTALS OF TROMBONE,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,F,8:30am,,,,Emmons,,
,664-041,FUNDAMENTALS OF VIOLIN,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,,To be Arranged,,,,Acad Staff,,
,664-042,FUNDAMENTALS OF VIOLA,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,,To be Arranged,,,,Acad Staff,,
,106-362,PHILOSOPHY AND THOUGHT IN THE AFROWORLD II,3,U,; ; PREREQ: JR ST; ONE COURSE IN POL SCI OR PHILOS OR CONS INSTR,,Se 001,MWF,12:30pm,,BUS,S191,"Mbalia, a",,
,664-043,FUNDAMENTALS OF CELLO,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,,To be Arranged,,,,Acad Staff,,
#,664-051,FUNDAMENTALS OF PERCUSSION,1,U,; ; REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; OR CONS INSTR,,La 801,F,10:30am,12:20pm,MUS,150,Burda,,
#,664-101,LESSONS IN PIANO,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 3 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-102,LESSONS IN ORGAN,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; CONS INSTR,,,,,,,,,,
,664-103,LESSONS IN HARPSICHORD,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR ON NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-111,LESSONS IN VOICE,1,U,"; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR ; ; ALL VOICE STUDENTS MUST HAVE THURSDAYS AT 4:30PM FREE FOR VOICE LAB, FAM 175",,,,,,,,,,
#,664-121,LESSONS IN FLUTE,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-122,LESSONS IN OBOE,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-123,LESSONS IN CLARINET,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-124,LESSONS IN SAXOPHONE,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
,106-412,BLACKS AND THE UNITED STATES CONSTITUTION,3,U,; ; PREREQ: JR ST & ONE COURSE IN EITHER POL SCI OR AFRICOL,e,Se 001,R,6:00pm,8:40pm,PHY,151,Lanier,,
#,664-125,LESSONS IN BASSOON,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-131,LESSONS IN FRENCH HORN,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-132,LESSONS IN TRUMPET OR CORNET,1,U,; ; RETAKEABLE WITH CHANGE OF TOPIC TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-133,LESSONS IN TROMBONE,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-134,LESSONS IN BARITONE,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-135,LESSONS IN TUBA,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-141,LESSONS IN VIOLIN,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-142,LESSONS IN VIOLA,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-143,LESSONS IN CELLO,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-144,LESSONS IN DOUBLE BASS,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,216-335,VISUAL SYSTEM DEVELOPMENT,3,U,; ; PREREQ: SOPH ST; A GRADE OF C OR BETTER IN BUS ADM 235(P) ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & EITHER DS 604 OR 605,,,,,,,,,,
,106-414,"THE BLACK WOMAN IN AMERICA, AFRICA, AND THE CARIBBEAN",3,U,; ; PREREQ: JR ST,e,Se 001,R,6:00pm,8:40pm,BOL,B40,"Mbalia, D",,
#,664-145,LESSONS IN HARP,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-151,LESSONS IN PERCUSSION,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR OR NON-MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
#,664-201,LESSONS IN PIANO,1,U,; ; MAY BE RETAKEN WITH TOPIC CHANGE TO 8 CR MAX. CONC REG IN APPROVED PERFORMANCE ORGANIZATION. REPEAT OF LEVEL ONLY BY PRIOR CONS INSTR. PREREQ: MUSIC MAJOR; AUDITION PRINCIPAL INSTRUMENT; SUCCESSFUL COMPLETION OF EACH LOWER LEVEL; OR CONS INSTR,,,,,,,,,,
