code,title,credits,comments,section_num,days,start_time,end_time,building,room,instructor
BIOS 310,INDEPEND.STUDY FOR UNDERGRADS,1.00,"Program of independent study for students with previous training in the
biosciences. Includes a research paper. Students are expected to spend
at least three hours per week in the laboratory for each semester hour
of credit. If taken for 2 or more hours, counts as one required lab
course but not as a Group A or B course.
Prereq- Bios 201-202, 3 hours of biological sciences lab, and permission
of supervising faculty member and department chair. May be repeated for
credit.",001,,,,,,"Rudolph, Frederick"
BIOS 311,LAB MODULE IN PROTEIN PURIFICATION,1.00,"Introduction to biochemical laboratory techniques with an emphasis on
study of proteins. Course taught first half of semester. Enrollment
limited to 24 per section.
Prereq- Bios 211, prior or current enrollment in Bios 301 or
permission of instructor.",,,,,,,
BIOS 312,LAB MODULE IN MOLECULAR BIOL,1.00,"Introduction to microbiological and molecular biology techniques.
Enrollment limited to 28 per section.
Prereq- Bios 211 and 311 and current or prior enrollment in Bios 301 or
permission of instructor.
Taught first half of the semester for 3-1/2 weeks.",001,MF,01:00PM,06:00PM,BL,B5,"Beason, Beth"
BIOS 313,LAB MODULE IN DNA SEQUENCING,1.00,"Introduction to DNA sequencing techniques.
Enrollment limited to 28 per section. Prereq- BIOS 211 and 311 and
current or prior enrollment in BIOS 301 or permission of instructor.
Taught for 1/4 semester following midterm recess.",001,WF,01:00PM,06:00PM,BL,B5,"Beason, Beth"
ANTH 362,ARCHEOLOGICAL FIELD TECH,3.00,"* DISTRIBUTION COURSE: GROUP II
Methods used in field work, laboratory analysis, and interpretation of
archaeological data from a local site excavated by the class.
Prereq- Anth 205.",001,T,02:30PM,05:30PM,,,"McIntosh, Susan"
BIOS 314,LAB MODULE IN CELL BIOLOGY,1.00,"Application of electron microscopy to research in cell
biology. The course will meet the entire semester starting the second
week. Contact the instructor for information on meeting days/times.
Students will interview a faculty investigator and design and conduct an
experiment involving preparation and examination of samples for the
electron microscope. A written protocol will be submitted and the
completed work presented in seminar form. Recommended for students
interested in a research career. Limited enrollment. Prereq- consent
of instructor (Bios 301, 311, and 341 recommended as prereq or coreq).",,,,,,,
BIOS 315,LAB MODULE IN PHYSIOLOGY,1.00,"Prereq- Bios 211, and 301.
An instrumentation-intensive short course in membrane electrophysiology
and vertebrate nerve and muscle physiology. Research reports require
interpretation of laboratory data in terms of concepts at the molecular
level. Starts the second half of the semester. Limited enrollment.
Prereq- Bios 301 or equivalent.",001,TTHWF,01:00PM,05:00PM,,,"Caprette, David"
BIOS 317,LAB MODULE IN BEHAVIOR,1.00,"Field experiments in behavior.
Prereq- Bios 213 and 321. Work in teams to solve the mystery of
breeding systems in wild mocking birds and grackles.",001,W,02:30PM,03:30PM,,,"Strassmann, Joan"
BIOS 319,TROPICAL FIELD BIOLOGY,3.00,"* DISTRIBUTION COURSE: GROUP III
Emphasizes deductive, scientific approach to problem solving and
hypothesis formulation and testing in the context of the tropics.
Course focuses on ecological field techniques, the taxonomy and natural
history of tropical organisms, as well as conceptual and theoretical
approaches to ecology, and evolution. Half semester evening lecture, 3
week field trip post-commencement.
Prereq- Bios 201, 202, 213, and permission of instructor.",,,,,,,
BIOS 324,WETLAND ECOSYSTEMS,3.00,"* DISTRIBUTION COURSE: GROUP III
A study of coastal wetland systems including floodplains, freshwater
brackish and saline marshes and consideration of estuaries and
riverine interaction with coastal marine waters.
Prereq- Bios 201,202,325,329,336, or permission of instructor.",,,,,,,
BIOS 325,ECOLOGY,3.00,"* DISTRIBUTION COURSE: GROUP III
Study of ecological principles. Topics include: biodiversity, disease
dynamics, global change, nutrient dynamics, and conservation. Prereq-
BIOS 202 or permission of instructor.",001,TTH,10:50AM,12:05PM,BL,123,"Siemann, Evan"
BIOS 336,PLANT DIVERSITY,3.00,"* DISTRIBUTION COURSE: GROUP III
Analysis of the physiology, morphology, and evolution of plants in terms
of adaptation to environment.
Some outdoor investigation of campus flora is planned along with a
required Saturday field trip to a local arboretum botanical garden.",001,TTH,09:25AM,10:40AM,GRB,212W,"Heilman, Mark"
BIOS 344,MOLECULAR BIOLOGY AND GENETICS,3.00,"* DISTRIBUTION COURSE: GROUP III
Analysis of the transmission, function, and molecular structure of the
genetic material.
Prereq- Bios 201, 202, & 301 or consent of instructor.",001,TTH,10:50AM,12:05PM,BL,131,"Stewart, Charles"
BIOS 352,PHYS.CHEM FOR THE BIOSCIENCES,3.00,"* DISTRIBUTION COURSE: GROUP III
Selected aspects of physical chemistry as it relates to the biosciences,
including thermodynamics, reaction rate theory, quantum mechanics, and
atomic and molecular structure.
Prereq- Chem 211, 212; Phys 125, 126 (or 101, 102), Bios 301 or
permission of instructor.",,,,,,,
BIOS 402,UNDERGRADUATE HONORS RESEARCH,5.00,See Bios 401. Concurrent enrollment in Bios 412.,,,,,,,
ANTH 388,LIFE CYCLE: A BIOCULTURAL VIEW,3.00,"* DISTRIBUTION COURSE: GROUP II
The human life cycle from conception to death. Focus is on the
interaction between biological processes and culture.",001,T,02:30PM,05:30PM,ML,251,"Elfimov, Alexei"
BIOS 404,GRAVITY AND LIFE: IMPORTANT PROBLEMS IN,2.00,"Investigation of important problems in biology and bioengineering
related to the space program including analysis of the physiological
and molecular mechanisms used by living organisms to sense and respond
to mechanical stimuli. A multi-instructor, lecture-and-discussion
course including professors from Rice University and Johnson Space
Center.",,,,,,,
BIOS 412,UNDERGRADUATE RESEARCH SEMINAR,1.00,"See Bios 411.
Coreq- enrollment in Bios 402.",,,,,,,
BIOS 421,NEUROBIOLOGY,3.00,"Cellular and molecular mechanisms of nervous system function. Emphasis
on membrane and synaptic biophysics, sensory and motor systems, neuronal
plasticity, and development. Open to juniors and seniors.
Prereq- Bios 201, 202, 301.",001,TTH,09:25AM,10:40AM,BL,123,"Glantz, Raymon"
BIOS 424,MICROBIOLOGY AND BIOTECHNOLOGY,3.00,"Structure and functions of microorganisms with emphasis on their
environmental, industrial and medical importance.
Coreq- Bios 302 or consent of instructor.
Prereq- Bios 201, 202, 301 or consent of instructor.",001,TTH,09:25AM,10:40AM,GRB,211W,"Bennett, George"
BIOS 530,LAB MODULE IN NMR SPECTROSCOPY AND MOLECUL,2.00,"The students will learn to set up, acquire, and process one-dimensional
and basic two-dimensional NMR experiments. Spectral interpretation
(resonance assignment and extraction of structural information) for
nucleic acids and proteins using homonuclear and heteronuclear data will
be performed. Molecular modeling using NMR derived structural
information will also be included. This course is designed to provide an
overview of the utility of NMR spectroscopy as it relates to the
structure and dynamics of biologically macromolecules. Offered during
first half of semester. Enrollment limited to 12, with priority to
graduate students. Prereq- Bios 352 and 481 or permission of instructor.",001,MW,01:00PM,03:00PM,BL,123,"Nikonowicz, Ed"
BIOS 532,LABORATORY MODULE IN SPECTROSCOPY,2.00,"Students will learn the principles behind fluorescence, circular
dichroism, analytical ultracentrifugation, spectroscopy and rapid
kinetics by carrying out experiments with genetically engineered
proteins and state-of-the-art equipment. Data will be interpreted and
manipulated using curve-fitting and graphics software. The course will
provide basic and experimental training in protein chemistry and
biophysics. Offered during second half of spring semester. Enrollment
limited to 12 with priority to graduate students. Prereq- Bios 352 and
481 or permission of instructor.",,,,,,,
BIOS 542,SPEC.TOPS IN ECOL AND EVOL BIOL,3.00,,,,,,,,
BIOS 562,TOPICS IN BEHAVIORAL ECOLOGY,2.00,"Review and discussion of the literature on current research in animal
behavior.
Prereq- Graduate status or permission of chair and instructor.",,,,,,,
BIOS 564,TOPICS IN CONSERVATION BIOLOGY,2.00,"Review and discussion of the literature on current research in
conservation biology.
Prereq- Graduate status or permission of chair and instructor.",001,,,,,,"Thornhill, Alan"
BIOS 566,TOPICS IN GLOBAL ECOSYSTEM DYNAMICS,2.00,"Review and discussion of the literature on current research in regional
and global ecosystem dynamics.
Prereq- Graduate status or permission of chair and instructor.",,,,,,,
ANTH 402,SEMINAR IN SYNTAX AND SEMANTICS,3.00,"* DISTRIBUTION COURSE: GROUP II
Study of semantic categories and their formal expression in
morphological, syntactic, and lexical units and patterns.
Also offered as Ling 402.",001,MWF,10:00AM,10:50AM,RH,239,"Davis, Philip"
BIOS 568,TOPICS IN BIOLOGICAL DIVERSITY,2.00,"Review and discussion of literature on current research in biological
diversity.
Limited enrollment to 12.
1. Review and discussion of literature on current research in biological
 2. diversity.
---&gt; Limited enrollment to 12.",001,,,,,,"Rogers, Bill"
BIOS 582,GRAD SEM/BIOCHEM AND CELL BIOL,1.00,See Bios 581.,001,T,05:00PM,06:00PM,BL,123,"Rudolph, Frederick"
BIOS 586,GRAD SEM/ECOL AND EVOL BIOLOGY,1.00,Continuation of Bios 585.,001,M,03:30PM,05:30PM,BL,123,"Siemann, Evan"
BIOS 588,ADVANCED CELL BIOLOGY,3.00,"Review of literature on current biosciences research.
Prereq- open to seniors and graduate students.
Enrollment is limited to 20.",,,,,,,
BIOS 590,SPECIAL TOPICS:,2.00,"Development of specific topic areas at the graduate level.
Prereq- Graduate status or permission of chair and instructor.",,,,,,,
BIOS 591,GRADUATE TEACHING,3.00,"Supervised instruction in teaching Ecology & Evolutionary Biology.
Prereq- graduate status in Ecology and Evolutionary Biology or
permission of Chair and instructor.",,,,,,,
BIOS 592,SEMINAR IN COMPUTATIONAL BIOL,1.00,"A discussion of selected research topics in computational biology.
Prereq- Graduate status or permission of Chair and instructor.",001,F,04:00PM,06:00PM,BL,131,"Palmer, Graham"
BIOS 593,"SPEC TOPICS ""SURVEY OF CURRENT PLANT BIO",1.00,"Discussion of selected research topics in current plant biology
literature.
Prereq- Graduate status or permission of Chair and instructor.",,,,,,,
BIOS 612,RESEARCH SEMINAR,3.00,Continuation of Bios 611.,,,,,,,
BIOS 622,THESIS SEMINAR,1.00,,,,,,,,
ANTH 404,INDEPENDENT STUDY,1.00,"Directed reading and preparation of written papers on anthropological
subjects not offered in the curriculum and advanced study of subjects on
which courses are offered.",,,,,,,
BIOS 800,GRADUATE RESEARCH,1.00,,,,,,,,
BROW 226,THE CULT FILM EXPERIENCE,3.00,,001,T,02:30PM,05:30PM,BL,131,"West, Dan"
BROW 241,THE INVESTMENT PROCESS,1.00,Enrollment limited to 30.,,,,,,,
CENG 402,TRANSPORT PHENOMENA II,3.00,Continuation of Ceng 401.,001,TTH,09:25AM,10:40AM,DH,1070,"Davis, Sam"
CENG 404,PROCESS DESIGN,4.00,"Optimal design of chemical processes; industrial economic principles;
special process design projects in small groups.",,,,,,,
CENG 411,THERMODYNAMICS I,3.00,"Development and application of the first and second laws of
thermodynamics.",,,,,,,
CENG 412,THERMODYNAMICS II,3.00,"Advanced treatment of chemical and phase equilibrium in multicomponent
systems. Includes a detailed study of nonideal solutions.",001,MWF,10:00AM,10:50AM,AL,C124,"Chapman, Walter"
CENG 444,CHEMICAL ENGINEERING LAB III,2.00,Continuation of Ceng 443.,,,,,,,
CENG 460,INTRO TO BIOTECHNOLOGICAL PROCESSES,3.00,"Enzyme kinetics; immobilized enzymes; cell cultivation; stoichiometry of
microbial growth and product formation; bioreactor design, agitation and
aeration; downstream processing.
Also offered as Bioe 460.",001,TTH,10:50AM,12:05PM,AL,C124,"San, Ka-Yiu"
CENG 471,PROCESS DYNAMICS AND CONTROL LAB,1.00,"Students will experiment with a laboratory computer control system.
Prereq- Ceng 470",001,F,02:00PM,03:00PM,AL,C124,"Zygourakis, Kyriacos"
ANTH 408,FIELD TECHNIQUES AND ANALYSIS,3.00,"Continuation of Anth 407.
Also offered as Ling 408.",,,,,,,
CENG 500,UNDERGRADUATE RESEARCH,1.00,"Independent investigation of a specific topic or problem in modern
chemical engineering research under the direction of a selected faculty
member.
Prereq- permission of the department.",,,,,,,
CENG 503,CHEMICAL ENGRG PROCESSES: AIR POLLUTION,3.00,"Examines sources, characterization, and effects of atmospheric
pollutants O3, CO, HC, VOC, NOX, SOX, and particulates; regulatory
issues and pollution standards; dispersion models and meteorology; and
techniques, with emphasis on those employing catalysts, used in
pollution control.
Prereq- Math 212 and Chem 112 (or 102).",001,TTH,01:00PM,02:15PM,AL,C124,"McKee, H"
CENG 571,"FLOW AND TRANSPORT THROUGH POROUS MEDIA,",3.00,"Study of the geology, chemistry, and physics of multicomponent,
multiphase fluids in porous media. Includes hydrostatic and
hydrodynamic properties of fluids in soils and rocks and the simulation
of fundamental transport processes in one dimension.",,,,,,,
CENG 590,"KINETICS, CATALYSIS, AND REACTOR ENGINEE",3.00,"* DISTRIBUTION COURSE: GROUP I
Review of kinetics and reactor design equations; heterogeneous
catalysis; catalyst preparation, characterization, testing; catalytic
reaction mechanisms; diffusion and reaction in catalyst pellets;
conservation equations; analysis of stirred tank, tubular, and
non-ideal reactors; multiplicity and stability of steady states; a
comprehensive laboratory experiment on catalysis.
Prereq- Ceng 390, Ceng 402, Ceng 412, Math 212.",,,,,,,
CENG 594,PROPERTIES OF POLYMERS,3.00,"Molecular organization and physical properties of polymeric materials;
elastomeric, semicrystalline, and glassy polymers; processing and
technology of polymeric systems.
Also offered as Msci 594.",001,TTH,10:50AM,12:05PM,PL,120,"Armeniades, Constantine"
CENG 600,MASTER OF CHEMICAL ENGINEERING RESEARCH,1.00,"Independent investigation of a topic or problem in modern chemical
engineering research under the direction of a selected faculty member.
Prereq- permission of department.",,,,,,,
CENG 602,PHYSICO-CHEMICAL HYDRODYNAMICS,3.00,"Topics in hydrodynamics including areas such as waves on liquid
surfaces, conventive diffusion in liquids, motion of drops and bubbles,
and electrophoresis.",001,MWF,11:00AM,11:50AM,AL,C124,"Miller, Clarence"
CENG 620,TISSUE ENGINEERING,3.00,"This course will focus on cell-cell interactions and the role of the
extracellular matrix in the structure and function of normal and
pathological tissues for the development of (1) strategies to regenerate
mebtabolic organs and repair structural tissues, and (2) cell-based
therapies to deliver proteins and other therapeutic drugs. Issues
related to cell and tissue transplantation such as substrate
properties, angiogenesis, growth stimulation, cell differentiation, and
immunoprotection will be emphasized.
Also offered as Bioe 620.",001,TTH,08:00AM,09:15AM,GRB,211W,"Mikos, Antonios"
CENG 662,GRADUATE SEMINAR,1.00,,,,,,,,
CENG 700,M.S. RESEARCH AND THESIS,1.00,,,,,,,,
ANTH 412,RHETORIC,3.00,"* DISTRIBUTION COURSE: GROUP I
Overview of classical thoeries. Intensive discussion of contemporary
thoeries and applications in a wide variety of disciplines.
Also offered as Ling 410.",001,TTH,10:50AM,12:05PM,SH,460,"Tyler, Stephen"
CENG 720,INTRO TO BIOMED ENGINEERING,1.00,"Molecular simulation techniques and statistical mechanics based theory
will be developed. Topics include simple fluids, molecular fluids,
interfaces, ordered systems, and the current literature. A prior course
in statistical mechanics is suggested but not required.",,,,,,,
